Support,Pattern,Decoded_Pattern
11,"[18, 18, 27, 27, 48]","[['?'], ['?'], ['?'], ['?'], ['?']]"
11,"[18, 18, 27, 27, 39]","[['?'], ['?'], ['?'], ['?'], ['?']]"
11,"[18, 18, 27, 27, 27, 27]","[['?'], ['?'], ['?'], ['?'], ['?'], ['?']]"
11,"[18, 18, 27, 27, 18, 7]","[['?'], ['?'], ['?'], ['?'], ['?'], ['?']]"
11,"[18, 18, 27, 27, 1]","[['?'], ['?'], ['?'], ['?'], ['?']]"
11,"[18, 18, 27, 43, 27]","[['?'], ['?'], ['?'], ['?'], ['?']]"
11,"[18, 18, 27, 49, 27]","[['?'], ['?'], ['?'], ['?'], ['?']]"
11,"[18, 18, 27, 13]","[['?'], ['?'], ['?'], ['?']]"
11,"[18, 18, 27, 18, 4]","[['?'], ['?'], ['?'], ['?'], ['?']]"
11,"[18, 18, 27, 18, 7, 1]","[['?'], ['?'], ['?'], ['?'], ['?'], ['?']]"
11,"[18, 18, 27, 18, 39]","[['?'], ['?'], ['?'], ['?'], ['?']]"
11,"[18, 18, 27, 18, 38]","[['?'], ['?'], ['?'], ['?'], ['?']]"
11,"[18, 18, 27, 6]","[['?'], ['?'], ['?'], ['?']]"
11,"[18, 18, 27, 7, 27]","[['?'], ['?'], ['?'], ['?'], ['?']]"
11,"[18, 18, 27, 7, 1]","[['?'], ['?'], ['?'], ['?'], ['?']]"
11,"[18, 18, 27, 44]","[['?'], ['?'], ['?'], ['?']]"
11,"[18, 18, 20, 20]","[['?'], ['?'], ['?'], ['?']]"
11,"[18, 18, 20, 1]","[['?'], ['?'], ['?'], ['?']]"
11,"[18, 18, 20, 38]","[['?'], ['?'], ['?'], ['?']]"
11,"[18, 18, 30, 18, 27]","[['?'], ['?'], ['?'], ['?'], ['?']]"
11,"[18, 18, 30, 20]","[['?'], ['?'], ['?'], ['?']]"
11,"[18, 18, 30, 30]","[['?'], ['?'], ['?'], ['?']]"
11,"[18, 18, 30, 38]","[['?'], ['?'], ['?'], ['?']]"
11,"[18, 18, 21, 13]","[['?'], ['?'], ['?'], ['?']]"
11,"[18, 18, 21, 4, 27]","[['?'], ['?'], ['?'], ['?'], ['?']]"
11,"[18, 18, 21, 49]","[['?'], ['?'], ['?'], ['?']]"
11,"[18, 18, 13, 18, 27]","[['?'], ['?'], ['?'], ['?'], ['?']]"
11,"[18, 18, 13, 48]","[['?'], ['?'], ['?'], ['?']]"
11,"[18, 18, 17, 18]","[['?'], ['?'], ['?'], ['?']]"
11,"[18, 18, 17, 27]","[['?'], ['?'], ['?'], ['?']]"
11,"[18, 18, 17, 4]","[['?'], ['?'], ['?'], ['?']]"
11,"[18, 18, 18, 27, 20]","[['?'], ['?'], ['?'], ['?'], ['?']]"
11,"[18, 18, 18, 27, 4, 27]","[['?'], ['?'], ['?'], ['?'], ['?'], ['?']]"
11,"[18, 18, 18, 27, 27, 27]","[['?'], ['?'], ['?'], ['?'], ['?'], ['?']]"
11,"[18, 18, 18, 27, 27, 7]","[['?'], ['?'], ['?'], ['?'], ['?'], ['?']]"
11,"[18, 18, 18, 27, 1]","[['?'], ['?'], ['?'], ['?'], ['?']]"
11,"[18, 18, 18, 11, 6]","[['?'], ['?'], ['?'], ['?'], ['?']]"
11,"[18, 18, 18, 20, 4]","[['?'], ['?'], ['?'], ['?'], ['?']]"
11,"[18, 18, 18, 20, 18, 27]","[['?'], ['?'], ['?'], ['?'], ['?'], ['?']]"
11,"[18, 18, 18, 4, 4, 18, 39]","[['?'], ['?'], ['?'], ['?'], ['?'], ['?'], ['?']]"
11,"[18, 18, 18, 4, 4, 4, 39]","[['?'], ['?'], ['?'], ['?'], ['?'], ['?'], ['?']]"
11,"[18, 18, 18, 4, 4, 4, 7]","[['?'], ['?'], ['?'], ['?'], ['?'], ['?'], ['?']]"
11,"[18, 18, 18, 4, 4, 7]","[['?'], ['?'], ['?'], ['?'], ['?'], ['?']]"
11,"[18, 18, 18, 4, 4, 13]","[['?'], ['?'], ['?'], ['?'], ['?'], ['?']]"
11,"[18, 18, 18, 4, 18, 39]","[['?'], ['?'], ['?'], ['?'], ['?'], ['?']]"
11,"[18, 18, 18, 4, 18, 7]","[['?'], ['?'], ['?'], ['?'], ['?'], ['?']]"
11,"[18, 18, 18, 4, 0]","[['?'], ['?'], ['?'], ['?'], ['?']]"
11,"[18, 18, 18, 4, 49]","[['?'], ['?'], ['?'], ['?'], ['?']]"
11,"[18, 18, 18, 4, 20]","[['?'], ['?'], ['?'], ['?'], ['?']]"
11,"[18, 18, 18, 4, 20, 18]","[['?'], ['?'], ['?'], ['?'], ['?'], ['?']]"
11,"[18, 18, 18, 4, 38]","[['?'], ['?'], ['?'], ['?'], ['?']]"
11,"[18, 18, 18, 4, 1]","[['?'], ['?'], ['?'], ['?'], ['?']]"
11,"[18, 18, 18, 22, 18]","[['?'], ['?'], ['?'], ['?'], ['?']]"
11,"[18, 18, 18, 22, 22]","[['?'], ['?'], ['?'], ['?'], ['?']]"
11,"[18, 18, 18, 22, 38]","[['?'], ['?'], ['?'], ['?'], ['?']]"
11,"[18, 18, 18, 18, 18, 18, 18]","[['?'], ['?'], ['?'], ['?'], ['?'], ['?'], ['?']]"
11,"[18, 18, 18, 18, 18, 18, 4]","[['?'], ['?'], ['?'], ['?'], ['?'], ['?'], ['?']]"
11,"[18, 18, 18, 18, 18, 4]","[['?'], ['?'], ['?'], ['?'], ['?'], ['?']]"
11,"[18, 18, 18, 18, 4, 18]","[['?'], ['?'], ['?'], ['?'], ['?'], ['?']]"
11,"[18, 18, 18, 18, 4, 48]","[['?'], ['?'], ['?'], ['?'], ['?'], ['?']]"
11,"[18, 18, 18, 18, 4, 1]","[['?'], ['?'], ['?'], ['?'], ['?'], ['?']]"
11,"[18, 18, 18, 18, 30]","[['?'], ['?'], ['?'], ['?'], ['?']]"
11,"[18, 18, 18, 18, 8]","[['?'], ['?'], ['?'], ['?'], ['?']]"
11,"[18, 18, 18, 18, 7, 27]","[['?'], ['?'], ['?'], ['?'], ['?'], ['?']]"
11,"[18, 18, 18, 18, 20]","[['?'], ['?'], ['?'], ['?'], ['?']]"
11,"[18, 18, 18, 18, 22]","[['?'], ['?'], ['?'], ['?'], ['?']]"
11,"[18, 18, 18, 35]","[['?'], ['?'], ['?'], ['?']]"
11,"[18, 18, 18, 0, 39]","[['?'], ['?'], ['?'], ['?'], ['?']]"
11,"[18, 18, 18, 30, 18]","[['?'], ['?'], ['?'], ['?'], ['?']]"
11,"[18, 18, 18, 30, 27]","[['?'], ['?'], ['?'], ['?'], ['?']]"
11,"[18, 18, 18, 8, 27]","[['?'], ['?'], ['?'], ['?'], ['?']]"
11,"[18, 18, 18, 7, 4]","[['?'], ['?'], ['?'], ['?'], ['?']]"
11,"[18, 18, 18, 7, 1]","[['?'], ['?'], ['?'], ['?'], ['?']]"
11,"[18, 18, 18, 49, 7]","[['?'], ['?'], ['?'], ['?'], ['?']]"
11,"[18, 18, 18, 43, 43]","[['?'], ['?'], ['?'], ['?'], ['?']]"
11,"[18, 18, 18, 43, 27, 18]","[['?'], ['?'], ['?'], ['?'], ['?'], ['?']]"
11,"[18, 18, 18, 21, 4]","[['?'], ['?'], ['?'], ['?'], ['?']]"
11,"[18, 18, 18, 21, 38]","[['?'], ['?'], ['?'], ['?'], ['?']]"
11,"[18, 18, 18, 38, 18]","[['?'], ['?'], ['?'], ['?'], ['?']]"
11,"[18, 18, 18, 38, 48]","[['?'], ['?'], ['?'], ['?'], ['?']]"
11,"[18, 18, 18, 19, 4]","[['?'], ['?'], ['?'], ['?'], ['?']]"
11,"[18, 18, 18, 19, 7]","[['?'], ['?'], ['?'], ['?'], ['?']]"
11,"[18, 18, 18, 19, 27, 27]","[['?'], ['?'], ['?'], ['?'], ['?'], ['?']]"
11,"[18, 18, 18, 19, 18]","[['?'], ['?'], ['?'], ['?'], ['?']]"
11,"[18, 18, 37]","[['?'], ['?'], ['?']]"
11,"[18, 18, 22, 1]","[['?'], ['?'], ['?'], ['?']]"
11,"[18, 18, 22, 1, 38]","[['?'], ['?'], ['?'], ['?'], ['?']]"
11,"[18, 18, 25, 4]","[['?'], ['?'], ['?'], ['?']]"
11,"[18, 18, 19, 4, 21]","[['?'], ['?'], ['?'], ['?'], ['?']]"
11,"[18, 18, 19, 7, 1]","[['?'], ['?'], ['?'], ['?'], ['?']]"
11,"[18, 18, 19, 43]","[['?'], ['?'], ['?'], ['?']]"
11,"[18, 18, 19, 27, 1]","[['?'], ['?'], ['?'], ['?'], ['?']]"
11,"[18, 18, 35, 4]","[['?'], ['?'], ['?'], ['?']]"
11,"[18, 18, 35, 39]","[['?'], ['?'], ['?'], ['?']]"
11,"[18, 18, 7, 43]","[['?'], ['?'], ['?'], ['?']]"
11,"[18, 18, 7, 11]","[['?'], ['?'], ['?'], ['?']]"
11,"[18, 18, 8, 4]","[['?'], ['?'], ['?'], ['?']]"
11,"[18, 18, 6, 27]","[['?'], ['?'], ['?'], ['?']]"
11,"[18, 18, 1, 18, 4]","[['?'], ['?'], ['?'], ['?'], ['?']]"
11,"[18, 18, 1, 4, 18]","[['?'], ['?'], ['?'], ['?'], ['?']]"
11,"[18, 18, 1, 4, 27]","[['?'], ['?'], ['?'], ['?'], ['?']]"
11,"[18, 18, 1, 49]","[['?'], ['?'], ['?'], ['?']]"
11,"[18, 18, 1, 13]","[['?'], ['?'], ['?'], ['?']]"
11,"[18, 18, 0, 0]","[['?'], ['?'], ['?'], ['?']]"
11,"[18, 18, 0, 4, 7]","[['?'], ['?'], ['?'], ['?'], ['?']]"
11,"[18, 18, 0, 4, 4]","[['?'], ['?'], ['?'], ['?'], ['?']]"
11,"[18, 18, 0, 4, 27]","[['?'], ['?'], ['?'], ['?'], ['?']]"
11,"[18, 18, 0, 2]","[['?'], ['?'], ['?'], ['?']]"
11,"[18, 18, 0, 49]","[['?'], ['?'], ['?'], ['?']]"
11,"[18, 18, 0, 38, 38]","[['?'], ['?'], ['?'], ['?'], ['?']]"
11,"[18, 18, 2, 18, 27]","[['?'], ['?'], ['?'], ['?'], ['?']]"
11,"[18, 18, 2, 7]","[['?'], ['?'], ['?'], ['?']]"
11,"[18, 18, 2, 4]","[['?'], ['?'], ['?'], ['?']]"
11,"[18, 18, 2, 38]","[['?'], ['?'], ['?'], ['?']]"
11,"[18, 18, 49, 20]","[['?'], ['?'], ['?'], ['?']]"
11,"[18, 18, 49, 4, 18]","[['?'], ['?'], ['?'], ['?'], ['?']]"
11,"[18, 18, 49, 4, 4]","[['?'], ['?'], ['?'], ['?'], ['?']]"
11,"[18, 18, 49, 18, 7]","[['?'], ['?'], ['?'], ['?'], ['?']]"
11,"[18, 18, 49, 8]","[['?'], ['?'], ['?'], ['?']]"
11,"[18, 18, 49, 27, 7]","[['?'], ['?'], ['?'], ['?'], ['?']]"
11,"[18, 18, 49, 48]","[['?'], ['?'], ['?'], ['?']]"
11,"[18, 18, 49, 21]","[['?'], ['?'], ['?'], ['?']]"
11,"[18, 18, 49, 19]","[['?'], ['?'], ['?'], ['?']]"
11,"[18, 18, 48, 1]","[['?'], ['?'], ['?'], ['?']]"
11,"[18, 18, 48, 27]","[['?'], ['?'], ['?'], ['?']]"
11,"[18, 18, 47]","[['?'], ['?'], ['?']]"
11,"[18, 18, 23, 27]","[['?'], ['?'], ['?'], ['?']]"
11,"[18, 40, 4, 4]","[['?'], ['?'], ['?'], ['?']]"
11,"[18, 40, 43]","[['?'], ['?'], ['?']]"
11,"[18, 48, 22]","[['?'], ['?'], ['?']]"
11,"[18, 48, 4]","[['?'], ['?'], ['?']]"
11,"[18, 48, 13]","[['?'], ['?'], ['?']]"
11,"[18, 48, 19]","[['?'], ['?'], ['?']]"
11,"[18, 48, 27]","[['?'], ['?'], ['?']]"
11,"[18, 22, 45, 43]","[['?'], ['?'], ['?'], ['?']]"
11,"[18, 22, 45, 38]","[['?'], ['?'], ['?'], ['?']]"
11,"[18, 22, 47]","[['?'], ['?'], ['?']]"
11,"[18, 22, 4, 4, 7]","[['?'], ['?'], ['?'], ['?'], ['?']]"
11,"[18, 22, 4, 4, 48]","[['?'], ['?'], ['?'], ['?'], ['?']]"
11,"[18, 22, 4, 4, 18]","[['?'], ['?'], ['?'], ['?'], ['?']]"
11,"[18, 22, 4, 4, 27]","[['?'], ['?'], ['?'], ['?'], ['?']]"
11,"[18, 22, 4, 7, 13]","[['?'], ['?'], ['?'], ['?'], ['?']]"
11,"[18, 22, 4, 38, 4]","[['?'], ['?'], ['?'], ['?'], ['?']]"
11,"[18, 22, 4, 27, 4, 4]","[['?'], ['?'], ['?'], ['?'], ['?'], ['?']]"
11,"[18, 22, 4, 27, 1]","[['?'], ['?'], ['?'], ['?'], ['?']]"
11,"[18, 22, 22, 22]","[['?'], ['?'], ['?'], ['?']]"
11,"[18, 22, 22, 43]","[['?'], ['?'], ['?'], ['?']]"
11,"[18, 22, 22, 7]","[['?'], ['?'], ['?'], ['?']]"
11,"[18, 22, 22, 1]","[['?'], ['?'], ['?'], ['?']]"
11,"[18, 22, 39, 13]","[['?'], ['?'], ['?'], ['?']]"
11,"[18, 22, 39, 48]","[['?'], ['?'], ['?'], ['?']]"
11,"[18, 22, 39, 27]","[['?'], ['?'], ['?'], ['?']]"
11,"[18, 22, 39, 30]","[['?'], ['?'], ['?'], ['?']]"
11,"[18, 22, 0, 4]","[['?'], ['?'], ['?'], ['?']]"
11,"[18, 22, 0, 13]","[['?'], ['?'], ['?'], ['?']]"
11,"[18, 22, 0, 22]","[['?'], ['?'], ['?'], ['?']]"
11,"[18, 22, 0, 21]","[['?'], ['?'], ['?'], ['?']]"
11,"[18, 22, 49, 13]","[['?'], ['?'], ['?'], ['?']]"
11,"[18, 22, 49, 43]","[['?'], ['?'], ['?'], ['?']]"
11,"[18, 22, 49, 38]","[['?'], ['?'], ['?'], ['?']]"
11,"[18, 22, 49, 39]","[['?'], ['?'], ['?'], ['?']]"
11,"[18, 22, 13, 22]","[['?'], ['?'], ['?'], ['?']]"
11,"[18, 22, 13, 7]","[['?'], ['?'], ['?'], ['?']]"
11,"[18, 22, 13, 1]","[['?'], ['?'], ['?'], ['?']]"
11,"[18, 22, 21, 39]","[['?'], ['?'], ['?'], ['?']]"
11,"[18, 22, 21, 49]","[['?'], ['?'], ['?'], ['?']]"
11,"[18, 22, 21, 49, 27]","[['?'], ['?'], ['?'], ['?'], ['?']]"
11,"[18, 22, 43, 22]","[['?'], ['?'], ['?'], ['?']]"
11,"[18, 22, 43, 4, 4]","[['?'], ['?'], ['?'], ['?'], ['?']]"
11,"[18, 22, 43, 4, 27]","[['?'], ['?'], ['?'], ['?'], ['?']]"
11,"[18, 22, 43, 39, 27]","[['?'], ['?'], ['?'], ['?'], ['?']]"
11,"[18, 22, 43, 13]","[['?'], ['?'], ['?'], ['?']]"
11,"[18, 22, 38, 4, 4]","[['?'], ['?'], ['?'], ['?'], ['?']]"
11,"[18, 22, 38, 18, 13]","[['?'], ['?'], ['?'], ['?'], ['?']]"
11,"[18, 22, 38, 7]","[['?'], ['?'], ['?'], ['?']]"
11,"[18, 22, 38, 38]","[['?'], ['?'], ['?'], ['?']]"
11,"[18, 22, 27, 18, 39]","[['?'], ['?'], ['?'], ['?'], ['?']]"
11,"[18, 22, 27, 27, 4, 27]","[['?'], ['?'], ['?'], ['?'], ['?'], ['?']]"
11,"[18, 22, 27, 27, 48]","[['?'], ['?'], ['?'], ['?'], ['?']]"
11,"[18, 22, 27, 27, 27, 13]","[['?'], ['?'], ['?'], ['?'], ['?'], ['?']]"
11,"[18, 22, 27, 27, 27, 27]","[['?'], ['?'], ['?'], ['?'], ['?'], ['?']]"
11,"[18, 22, 27, 27, 27, 7]","[['?'], ['?'], ['?'], ['?'], ['?'], ['?']]"
11,"[18, 22, 27, 27, 13]","[['?'], ['?'], ['?'], ['?'], ['?']]"
11,"[18, 22, 27, 27, 38, 27]","[['?'], ['?'], ['?'], ['?'], ['?'], ['?']]"
11,"[18, 22, 27, 20]","[['?'], ['?'], ['?'], ['?']]"
11,"[18, 22, 27, 21]","[['?'], ['?'], ['?'], ['?']]"
11,"[18, 22, 27, 4, 7]","[['?'], ['?'], ['?'], ['?'], ['?']]"
11,"[18, 22, 27, 4, 7, 13]","[['?'], ['?'], ['?'], ['?'], ['?'], ['?']]"
11,"[18, 22, 27, 4, 4, 18]","[['?'], ['?'], ['?'], ['?'], ['?'], ['?']]"
11,"[18, 22, 27, 4, 39]","[['?'], ['?'], ['?'], ['?'], ['?']]"
11,"[18, 22, 27, 4, 13]","[['?'], ['?'], ['?'], ['?'], ['?']]"
11,"[18, 22, 27, 4, 49]","[['?'], ['?'], ['?'], ['?'], ['?']]"
11,"[18, 22, 27, 4, 49, 27]","[['?'], ['?'], ['?'], ['?'], ['?'], ['?']]"
11,"[18, 22, 27, 0]","[['?'], ['?'], ['?'], ['?']]"
11,"[18, 22, 27, 48]","[['?'], ['?'], ['?'], ['?']]"
11,"[18, 22, 27, 19]","[['?'], ['?'], ['?'], ['?']]"
11,"[18, 22, 27, 1, 4]","[['?'], ['?'], ['?'], ['?'], ['?']]"
11,"[18, 22, 27, 22, 27]","[['?'], ['?'], ['?'], ['?'], ['?']]"
11,"[18, 22, 18, 43, 39]","[['?'], ['?'], ['?'], ['?'], ['?']]"
11,"[18, 22, 18, 43, 27]","[['?'], ['?'], ['?'], ['?'], ['?']]"
11,"[18, 22, 18, 27, 13]","[['?'], ['?'], ['?'], ['?'], ['?']]"
11,"[18, 22, 18, 27, 4]","[['?'], ['?'], ['?'], ['?'], ['?']]"
11,"[18, 22, 18, 27, 4, 4]","[['?'], ['?'], ['?'], ['?'], ['?'], ['?']]"
11,"[18, 22, 18, 27, 7]","[['?'], ['?'], ['?'], ['?'], ['?']]"
11,"[18, 22, 18, 27, 39]","[['?'], ['?'], ['?'], ['?'], ['?']]"
11,"[18, 22, 18, 27, 27, 27]","[['?'], ['?'], ['?'], ['?'], ['?'], ['?']]"
11,"[18, 22, 18, 27, 48]","[['?'], ['?'], ['?'], ['?'], ['?']]"
11,"[18, 22, 18, 18, 13]","[['?'], ['?'], ['?'], ['?'], ['?']]"
11,"[18, 22, 18, 18, 48]","[['?'], ['?'], ['?'], ['?'], ['?']]"
11,"[18, 22, 18, 1]","[['?'], ['?'], ['?'], ['?']]"
11,"[18, 22, 18, 1, 4]","[['?'], ['?'], ['?'], ['?'], ['?']]"
11,"[18, 22, 18, 49]","[['?'], ['?'], ['?'], ['?']]"
11,"[18, 22, 18, 4, 18]","[['?'], ['?'], ['?'], ['?'], ['?']]"
11,"[18, 22, 18, 4, 4]","[['?'], ['?'], ['?'], ['?'], ['?']]"
11,"[18, 22, 18, 4, 27, 27]","[['?'], ['?'], ['?'], ['?'], ['?'], ['?']]"
11,"[18, 22, 18, 4, 13]","[['?'], ['?'], ['?'], ['?'], ['?']]"
11,"[18, 22, 18, 7, 13]","[['?'], ['?'], ['?'], ['?'], ['?']]"
11,"[18, 22, 18, 0]","[['?'], ['?'], ['?'], ['?']]"
11,"[18, 22, 1, 38, 4]","[['?'], ['?'], ['?'], ['?'], ['?']]"
11,"[18, 22, 1, 49, 27]","[['?'], ['?'], ['?'], ['?'], ['?']]"
11,"[18, 22, 1, 27, 13]","[['?'], ['?'], ['?'], ['?'], ['?']]"
11,"[18, 22, 1, 27, 38]","[['?'], ['?'], ['?'], ['?'], ['?']]"
11,"[18, 22, 1, 18]","[['?'], ['?'], ['?'], ['?']]"
11,"[18, 22, 1, 4, 4]","[['?'], ['?'], ['?'], ['?'], ['?']]"
11,"[18, 22, 1, 7]","[['?'], ['?'], ['?'], ['?']]"
11,"[18, 22, 1, 39]","[['?'], ['?'], ['?'], ['?']]"
11,"[18, 22, 1, 22]","[['?'], ['?'], ['?'], ['?']]"
11,"[18, 22, 19, 38]","[['?'], ['?'], ['?'], ['?']]"
11,"[18, 22, 17]","[['?'], ['?'], ['?']]"
11,"[18, 28, 22]","[['?'], ['?'], ['?']]"
11,"[18, 0, 49, 27]","[['?'], ['?'], ['?'], ['?']]"
11,"[18, 0, 4, 13]","[['?'], ['?'], ['?'], ['?']]"
11,"[18, 0, 4, 43]","[['?'], ['?'], ['?'], ['?']]"
11,"[18, 0, 4, 48]","[['?'], ['?'], ['?'], ['?']]"
11,"[18, 0, 4, 39]","[['?'], ['?'], ['?'], ['?']]"
11,"[18, 0, 4, 27, 27]","[['?'], ['?'], ['?'], ['?'], ['?']]"
11,"[18, 0, 4, 1]","[['?'], ['?'], ['?'], ['?']]"
11,"[18, 0, 22, 43]","[['?'], ['?'], ['?'], ['?']]"
11,"[18, 0, 22, 4, 4]","[['?'], ['?'], ['?'], ['?'], ['?']]"
11,"[18, 0, 22, 4, 27]","[['?'], ['?'], ['?'], ['?'], ['?']]"
11,"[18, 0, 22, 39]","[['?'], ['?'], ['?'], ['?']]"
11,"[18, 0, 22, 49]","[['?'], ['?'], ['?'], ['?']]"
11,"[18, 0, 21, 4]","[['?'], ['?'], ['?'], ['?']]"
11,"[18, 0, 31, 38]","[['?'], ['?'], ['?'], ['?']]"
11,"[18, 0, 38, 4, 4]","[['?'], ['?'], ['?'], ['?'], ['?']]"
11,"[18, 0, 38, 4, 1]","[['?'], ['?'], ['?'], ['?'], ['?']]"
11,"[18, 0, 38, 43]","[['?'], ['?'], ['?'], ['?']]"
11,"[18, 0, 38, 0]","[['?'], ['?'], ['?'], ['?']]"
11,"[18, 0, 38, 38]","[['?'], ['?'], ['?'], ['?']]"
11,"[18, 0, 38, 22]","[['?'], ['?'], ['?'], ['?']]"
11,"[18, 0, 38, 1]","[['?'], ['?'], ['?'], ['?']]"
11,"[18, 0, 0, 4]","[['?'], ['?'], ['?'], ['?']]"
11,"[18, 0, 0, 21]","[['?'], ['?'], ['?'], ['?']]"
11,"[18, 0, 19]","[['?'], ['?'], ['?']]"
11,"[18, 0, 2, 4]","[['?'], ['?'], ['?'], ['?']]"
11,"[18, 0, 2, 49]","[['?'], ['?'], ['?'], ['?']]"
11,"[18, 0, 2, 27]","[['?'], ['?'], ['?'], ['?']]"
11,"[18, 0, 18, 4]","[['?'], ['?'], ['?'], ['?']]"
11,"[18, 0, 18, 38]","[['?'], ['?'], ['?'], ['?']]"
11,"[18, 0, 20]","[['?'], ['?'], ['?']]"
11,"[18, 0, 27, 4, 27]","[['?'], ['?'], ['?'], ['?'], ['?']]"
11,"[18, 0, 27, 4, 4]","[['?'], ['?'], ['?'], ['?'], ['?']]"
11,"[18, 0, 27, 18]","[['?'], ['?'], ['?'], ['?']]"
11,"[18, 0, 27, 13]","[['?'], ['?'], ['?'], ['?']]"
11,"[18, 0, 1]","[['?'], ['?'], ['?']]"
11,"[18, 49, 4, 13]","[['?'], ['?'], ['?'], ['?']]"
11,"[18, 49, 4, 4, 18]","[['?'], ['?'], ['?'], ['?'], ['?']]"
11,"[18, 49, 4, 4, 7]","[['?'], ['?'], ['?'], ['?'], ['?']]"
11,"[18, 49, 4, 18, 4]","[['?'], ['?'], ['?'], ['?'], ['?']]"
11,"[18, 49, 22, 22]","[['?'], ['?'], ['?'], ['?']]"
11,"[18, 49, 22, 18]","[['?'], ['?'], ['?'], ['?']]"
11,"[18, 49, 7, 27]","[['?'], ['?'], ['?'], ['?']]"
11,"[18, 49, 38, 4, 4]","[['?'], ['?'], ['?'], ['?'], ['?']]"
11,"[18, 49, 38, 39]","[['?'], ['?'], ['?'], ['?']]"
11,"[18, 49, 38, 18, 48]","[['?'], ['?'], ['?'], ['?'], ['?']]"
11,"[18, 49, 38, 48, 1]","[['?'], ['?'], ['?'], ['?'], ['?']]"
11,"[18, 49, 38, 1]","[['?'], ['?'], ['?'], ['?']]"
11,"[18, 49, 38, 13]","[['?'], ['?'], ['?'], ['?']]"
11,"[18, 49, 39, 1]","[['?'], ['?'], ['?'], ['?']]"
11,"[18, 49, 27, 18, 1]","[['?'], ['?'], ['?'], ['?'], ['?']]"
11,"[18, 49, 27, 4]","[['?'], ['?'], ['?'], ['?']]"
11,"[18, 49, 27, 4, 4]","[['?'], ['?'], ['?'], ['?'], ['?']]"
11,"[18, 49, 27, 27, 48]","[['?'], ['?'], ['?'], ['?'], ['?']]"
11,"[18, 49, 27, 27, 27]","[['?'], ['?'], ['?'], ['?'], ['?']]"
11,"[18, 49, 27, 27, 1]","[['?'], ['?'], ['?'], ['?'], ['?']]"
11,"[18, 49, 27, 19, 7]","[['?'], ['?'], ['?'], ['?'], ['?']]"
11,"[18, 49, 45]","[['?'], ['?'], ['?']]"
11,"[18, 49, 18, 11]","[['?'], ['?'], ['?'], ['?']]"
11,"[18, 49, 18, 27]","[['?'], ['?'], ['?'], ['?']]"
11,"[18, 49, 18, 13]","[['?'], ['?'], ['?'], ['?']]"
11,"[18, 49, 18, 4]","[['?'], ['?'], ['?'], ['?']]"
11,"[18, 49, 19, 18, 1]","[['?'], ['?'], ['?'], ['?'], ['?']]"
11,"[18, 49, 19, 18, 7]","[['?'], ['?'], ['?'], ['?'], ['?']]"
11,"[18, 49, 19, 27]","[['?'], ['?'], ['?'], ['?']]"
11,"[18, 49, 11, 27]","[['?'], ['?'], ['?'], ['?']]"
11,"[18, 49, 1, 7]","[['?'], ['?'], ['?'], ['?']]"
11,"[18, 49, 30, 30]","[['?'], ['?'], ['?'], ['?']]"
11,"[18, 49, 2]","[['?'], ['?'], ['?']]"
11,"[18, 13, 22, 22]","[['?'], ['?'], ['?'], ['?']]"
11,"[18, 13, 4, 18]","[['?'], ['?'], ['?'], ['?']]"
11,"[18, 13, 27, 27]","[['?'], ['?'], ['?'], ['?']]"
11,"[18, 13, 13]","[['?'], ['?'], ['?']]"
11,"[18, 31, 2]","[['?'], ['?'], ['?']]"
11,"[18, 31, 21]","[['?'], ['?'], ['?']]"
11,"[18, 9, 1]","[['?'], ['?'], ['?']]"
11,"[18, 9, 6]","[['?'], ['?'], ['?']]"
11,"[18, 9, 18, 6]","[['?'], ['?'], ['?'], ['?']]"
11,"[18, 9, 11]","[['?'], ['?'], ['?']]"
11,"[18, 9, 0]","[['?'], ['?'], ['?']]"
11,"[18, 25, 4, 39]","[['?'], ['?'], ['?'], ['?']]"
11,"[18, 25, 4, 4, 18]","[['?'], ['?'], ['?'], ['?'], ['?']]"
11,"[18, 25, 4, 18, 4]","[['?'], ['?'], ['?'], ['?'], ['?']]"
11,"[18, 25, 43]","[['?'], ['?'], ['?']]"
11,"[18, 25, 22]","[['?'], ['?'], ['?']]"
11,"[18, 25, 18, 4]","[['?'], ['?'], ['?'], ['?']]"
11,"[18, 25, 18, 18]","[['?'], ['?'], ['?'], ['?']]"
11,"[18, 25, 18, 39]","[['?'], ['?'], ['?'], ['?']]"
11,"[18, 25, 25]","[['?'], ['?'], ['?']]"
11,"[18, 24, 11]","[['?'], ['?'], ['?']]"
11,"[18, 23, 4]","[['?'], ['?'], ['?']]"
11,"[18, 23, 7]","[['?'], ['?'], ['?']]"
11,"[18, 23, 19]","[['?'], ['?'], ['?']]"
11,"[18, 20, 30]","[['?'], ['?'], ['?']]"
11,"[18, 20, 20, 4]","[['?'], ['?'], ['?'], ['?']]"
11,"[18, 20, 20, 38]","[['?'], ['?'], ['?'], ['?']]"
11,"[18, 20, 22, 27]","[['?'], ['?'], ['?'], ['?']]"
11,"[18, 20, 27, 43]","[['?'], ['?'], ['?'], ['?']]"
11,"[18, 20, 27, 38]","[['?'], ['?'], ['?'], ['?']]"
11,"[18, 20, 18, 7]","[['?'], ['?'], ['?'], ['?']]"
11,"[18, 20, 18, 11]","[['?'], ['?'], ['?'], ['?']]"
11,"[18, 20, 18, 1]","[['?'], ['?'], ['?'], ['?']]"
11,"[18, 20, 48]","[['?'], ['?'], ['?']]"
