minsup,Pattern,Support
5,"[(12,), (7, 8), (8,), (8,), (12,), (7,), (12,), (12,), (7, 8), (7, 8)]",5
5,"[(12,), (7, 8), (8,), (8,), (12,), (7,), (12,), (12,), (7, 8)]",5
5,"[(12,), (7, 8), (8,), (8,), (12,), (7,), (12,), (12,)]",6
5,"[(12,), (7, 8), (8,), (8,), (12,), (7,), (12,), (8,)]",6
5,"[(12,), (7, 8), (8,), (8,), (12,), (7,), (12,), (7, 8), (8,)]",5
5,"[(12,), (7, 8), (8,), (8,), (12,), (7,), (12,), (7, 8), (7, 8)]",6
5,"[(12,), (7, 8), (8,), (8,), (12,), (7,), (12,), (7, 8)]",6
5,"[(12,), (7, 8), (8,), (8,), (12,), (7,), (12,), (7,), (12,)]",5
5,"[(12,), (7, 8), (8,), (8,), (12,), (7,), (12,), (7,)]",5
5,"[(12,), (7, 8), (8,), (8,), (12,), (7,), (12,)]",7
5,"[(12,), (7, 8), (8,), (8,), (12,), (7,), (8,), (7, 8)]",5
5,"[(12,), (7, 8), (8,), (8,), (12,), (7,), (8,)]",6
5,"[(12,), (7, 8), (8,), (8,), (12,), (7,), (7, 8), (8,)]",5
5,"[(12,), (7, 8), (8,), (8,), (12,), (7,), (7, 8), (7, 8)]",6
5,"[(12,), (7, 8), (8,), (8,), (12,), (7,), (7, 8)]",6
5,"[(12,), (7, 8), (8,), (8,), (12,), (7,), (7,), (12,), (8,)]",5
5,"[(12,), (7, 8), (8,), (8,), (12,), (7,), (7,), (12,), (7, 8), (8,)]",5
5,"[(12,), (7, 8), (8,), (8,), (12,), (7,), (7,), (12,), (7, 8), (7, 8)]",5
5,"[(12,), (7, 8), (8,), (8,), (12,), (7,), (7,), (12,), (7, 8)]",5
5,"[(12,), (7, 8), (8,), (8,), (12,), (7,), (7,), (12,)]",6
5,"[(12,), (7, 8), (8,), (8,), (12,), (7,), (7,), (8,), (7, 8)]",5
5,"[(12,), (7, 8), (8,), (8,), (12,), (7,), (7,), (8,)]",5
5,"[(12,), (7, 8), (8,), (8,), (12,), (7,), (7,), (7, 8), (8,)]",5
5,"[(12,), (7, 8), (8,), (8,), (12,), (7,), (7,), (7, 8), (7, 8)]",5
5,"[(12,), (7, 8), (8,), (8,), (12,), (7,), (7,), (7, 8)]",5
5,"[(12,), (7, 8), (8,), (8,), (12,), (7,), (7,)]",6
5,"[(12,), (7, 8), (8,), (8,), (12,), (7,)]",8
5,"[(12,), (7, 8), (8,), (8,), (12,)]",12
5,"[(12,), (7, 8), (8,), (8,), (8,), (12,), (12,)]",5
5,"[(12,), (7, 8), (8,), (8,), (8,), (12,)]",5
5,"[(12,), (7, 8), (8,), (8,), (8,), (7, 8)]",6
5,"[(12,), (7, 8), (8,), (8,), (8,)]",11
5,"[(12,), (7, 8), (8,), (8,), (7, 8), (12,), (12,)]",5
5,"[(12,), (7, 8), (8,), (8,), (7, 8), (12,)]",6
5,"[(12,), (7, 8), (8,), (8,), (7, 8), (8,), (7, 8)]",5
5,"[(12,), (7, 8), (8,), (8,), (7, 8), (8,)]",6
5,"[(12,), (7, 8), (8,), (8,), (7, 8), (7, 8)]",6
5,"[(12,), (7, 8), (8,), (8,), (7, 8)]",9
5,"[(12,), (7, 8), (8,), (8,), (7,), (12,), (12,), (8,)]",6
5,"[(12,), (7, 8), (8,), (8,), (7,), (12,), (12,), (7, 8), (8,)]",5
5,"[(12,), (7, 8), (8,), (8,), (7,), (12,), (12,), (7, 8), (7, 8)]",5
5,"[(12,), (7, 8), (8,), (8,), (7,), (12,), (12,), (7, 8)]",5
5,"[(12,), (7, 8), (8,), (8,), (7,), (12,), (12,)]",6
5,"[(12,), (7, 8), (8,), (8,), (7,), (12,), (8,)]",6
5,"[(12,), (7, 8), (8,), (8,), (7,), (12,), (7, 8), (8,)]",5
5,"[(12,), (7, 8), (8,), (8,), (7,), (12,), (7, 8), (7, 8)]",6
5,"[(12,), (7, 8), (8,), (8,), (7,), (12,), (7, 8)]",6
5,"[(12,), (7, 8), (8,), (8,), (7,), (12,), (7,), (12,), (8,)]",5
5,"[(12,), (7, 8), (8,), (8,), (7,), (12,), (7,), (12,)]",5
5,"[(12,), (7, 8), (8,), (8,), (7,), (12,), (7,), (8,)]",5
5,"[(12,), (7, 8), (8,), (8,), (7,), (12,), (7,)]",5
5,"[(12,), (7, 8), (8,), (8,), (7,), (12,)]",7
5,"[(12,), (7, 8), (8,), (8,), (7,), (8,), (7, 8)]",5
5,"[(12,), (7, 8), (8,), (8,), (7,), (8,)]",7
5,"[(12,), (7, 8), (8,), (8,), (7,), (7, 8), (8,)]",6
5,"[(12,), (7, 8), (8,), (8,), (7,), (7, 8), (7, 8)]",6
5,"[(12,), (7, 8), (8,), (8,), (7,), (7, 8)]",7
5,"[(12,), (7, 8), (8,), (8,), (7,), (7,), (12,), (8,)]",6
5,"[(12,), (7, 8), (8,), (8,), (7,), (7,), (12,), (7, 8), (8,)]",5
5,"[(12,), (7, 8), (8,), (8,), (7,), (7,), (12,), (7, 8), (7, 8)]",5
5,"[(12,), (7, 8), (8,), (8,), (7,), (7,), (12,), (7, 8)]",5
5,"[(12,), (7, 8), (8,), (8,), (7,), (7,), (12,)]",6
5,"[(12,), (7, 8), (8,), (8,), (7,), (7,), (8,), (7, 8)]",5
5,"[(12,), (7, 8), (8,), (8,), (7,), (7,), (8,)]",6
5,"[(12,), (7, 8), (8,), (8,), (7,), (7,), (7, 8), (8,)]",5
5,"[(12,), (7, 8), (8,), (8,), (7,), (7,), (7, 8), (7, 8)]",5
5,"[(12,), (7, 8), (8,), (8,), (7,), (7,), (7, 8)]",5
5,"[(12,), (7, 8), (8,), (8,), (7,), (7,)]",6
5,"[(12,), (7, 8), (8,), (8,), (7,)]",9
5,"[(12,), (7, 8), (8,), (8,)]",18
5,"[(12,), (7, 8), (8,), (7, 8), (12,), (12,)]",6
5,"[(12,), (7, 8), (8,), (7, 8), (12,)]",9
5,"[(12,), (7, 8), (8,), (7, 8), (8,), (7, 8)]",5
5,"[(12,), (7, 8), (8,), (7, 8), (8,)]",8
5,"[(12,), (7, 8), (8,), (7, 8), (7, 8), (12,)]",5
5,"[(12,), (7, 8), (8,), (7, 8), (7, 8)]",8
5,"[(12,), (7, 8), (8,), (7, 8), (7,)]",5
5,"[(12,), (7, 8), (8,), (7, 8)]",13
5,"[(12,), (7, 8), (8,), (7,), (12,), (12,), (12,), (12,), (12,)]",5
5,"[(12,), (7, 8), (8,), (7,), (12,), (12,), (12,), (12,)]",5
5,"[(12,), (7, 8), (8,), (7,), (12,), (12,), (12,)]",5
5,"[(12,), (7, 8), (8,), (7,), (12,), (12,), (8,)]",6
5,"[(12,), (7, 8), (8,), (7,), (12,), (12,), (7, 8), (8,)]",5
5,"[(12,), (7, 8), (8,), (7,), (12,), (12,), (7, 8), (7, 8)]",5
5,"[(12,), (7, 8), (8,), (7,), (12,), (12,), (7, 8)]",6
5,"[(12,), (7, 8), (8,), (7,), (12,), (12,)]",7
5,"[(12,), (7, 8), (8,), (7,), (12,), (8,), (7, 8)]",5
5,"[(12,), (7, 8), (8,), (7,), (12,), (8,)]",6
5,"[(12,), (7, 8), (8,), (7,), (12,), (7, 8), (8,), (7, 8)]",5
5,"[(12,), (7, 8), (8,), (7,), (12,), (7, 8), (8,)]",5
5,"[(12,), (7, 8), (8,), (7,), (12,), (7, 8), (7, 8)]",6
5,"[(12,), (7, 8), (8,), (7,), (12,), (7, 8)]",7
5,"[(12,), (7, 8), (8,), (7,), (12,), (7,), (12,), (12,), (12,), (12,)]",5
5,"[(12,), (7, 8), (8,), (7,), (12,), (7,), (12,), (12,), (12,)]",5
5,"[(12,), (7, 8), (8,), (7,), (12,), (7,), (12,), (12,)]",5
5,"[(12,), (7, 8), (8,), (7,), (12,), (7,), (12,), (8,)]",6
5,"[(12,), (7, 8), (8,), (7,), (12,), (7,), (12,), (7, 8), (8,)]",5
5,"[(12,), (7, 8), (8,), (7,), (12,), (7,), (12,), (7, 8), (7, 8)]",5
5,"[(12,), (7, 8), (8,), (7,), (12,), (7,), (12,), (7, 8)]",5
5,"[(12,), (7, 8), (8,), (7,), (12,), (7,), (12,)]",7
5,"[(12,), (7, 8), (8,), (7,), (12,), (7,), (8,), (7, 8)]",5
5,"[(12,), (7, 8), (8,), (7,), (12,), (7,), (8,)]",6
5,"[(12,), (7, 8), (8,), (7,), (12,), (7,), (7, 8), (8,)]",5
5,"[(12,), (7, 8), (8,), (7,), (12,), (7,), (7, 8), (7, 8)]",5
5,"[(12,), (7, 8), (8,), (7,), (12,), (7,), (7, 8)]",5
5,"[(12,), (7, 8), (8,), (7,), (12,), (7,)]",8
5,"[(12,), (7, 8), (8,), (7,), (12,)]",9
5,"[(12,), (7, 8), (8,), (7,), (8,), (12,)]",5
5,"[(12,), (7, 8), (8,), (7,), (8,), (7, 8)]",7
5,"[(12,), (7, 8), (8,), (7,), (8,), (7,)]",5
5,"[(12,), (7, 8), (8,), (7,), (8,)]",8
5,"[(12,), (7, 8), (8,), (7,), (7, 8), (12,)]",5
5,"[(12,), (7, 8), (8,), (7,), (7, 8), (8,), (7, 8)]",5
5,"[(12,), (7, 8), (8,), (7,), (7, 8), (8,)]",6
5,"[(12,), (7, 8), (8,), (7,), (7, 8), (7, 8)]",6
5,"[(12,), (7, 8), (8,), (7,), (7, 8)]",9
5,"[(12,), (7, 8), (8,), (7,), (7,), (12,), (12,), (12,), (12,), (12,)]",5
5,"[(12,), (7, 8), (8,), (7,), (7,), (12,), (12,), (12,), (12,)]",5
5,"[(12,), (7, 8), (8,), (7,), (7,), (12,), (12,), (12,)]",5
5,"[(12,), (7, 8), (8,), (7,), (7,), (12,), (12,)]",5
5,"[(12,), (7, 8), (8,), (7,), (7,), (12,), (8,)]",6
5,"[(12,), (7, 8), (8,), (7,), (7,), (12,), (7, 8), (8,)]",5
5,"[(12,), (7, 8), (8,), (7,), (7,), (12,), (7, 8), (7, 8)]",5
5,"[(12,), (7, 8), (8,), (7,), (7,), (12,), (7, 8)]",6
5,"[(12,), (7, 8), (8,), (7,), (7,), (12,)]",7
5,"[(12,), (7, 8), (8,), (7,), (7,), (8,), (7, 8)]",6
5,"[(12,), (7, 8), (8,), (7,), (7,), (8,)]",7
5,"[(12,), (7, 8), (8,), (7,), (7,), (7, 8), (8,)]",6
5,"[(12,), (7, 8), (8,), (7,), (7,), (7, 8), (7, 8)]",5
5,"[(12,), (7, 8), (8,), (7,), (7,), (7, 8)]",7
5,"[(12,), (7, 8), (8,), (7,), (7,), (7,)]",6
5,"[(12,), (7, 8), (8,), (7,), (7,)]",10
5,"[(12,), (7, 8), (8,), (7,)]",12
5,"[(12,), (7, 8), (8,)]",33
5,"[(12,), (7, 8), (7, 8, 9), (8,)]",5
5,"[(12,), (7, 8), (7, 8, 9)]",7
5,"[(12,), (7, 8), (7, 8), (66,)]",6
5,"[(12,), (7, 8), (7, 8), (62,)]",7
5,"[(12,), (7, 8), (7, 8), (61, 62)]",5
5,"[(12,), (7, 8), (7, 8), (18,)]",6
5,"[(12,), (7, 8), (7, 8), (14,), (8,)]",5
5,"[(12,), (7, 8), (7, 8), (14,)]",9
5,"[(12,), (7, 8), (7, 8), (13, 14)]",5
5,"[(12,), (7, 8), (7, 8), (13,)]",6
5,"[(12,), (7, 8), (7, 8), (12,), (66,)]",5
5,"[(12,), (7, 8), (7, 8), (12,), (13,)]",5
5,"[(12,), (7, 8), (7, 8), (12,), (12,), (12,), (12,)]",7
5,"[(12,), (7, 8), (7, 8), (12,), (12,), (12,)]",8
5,"[(12,), (7, 8), (7, 8), (12,), (12,), (8,)]",5
5,"[(12,), (7, 8), (7, 8), (12,), (12,)]",11
5,"[(12,), (7, 8), (7, 8), (12,), (8,), (12,)]",5
5,"[(12,), (7, 8), (7, 8), (12,), (8,), (8,)]",5
5,"[(12,), (7, 8), (7, 8), (12,), (8,)]",8
5,"[(12,), (7, 8), (7, 8), (12,), (7, 8)]",6
5,"[(12,), (7, 8), (7, 8), (12,), (7,), (12,)]",5
5,"[(12,), (7, 8), (7, 8), (12,), (7,), (7,)]",5
5,"[(12,), (7, 8), (7, 8), (12,), (7,)]",7
5,"[(12,), (7, 8), (7, 8), (12,)]",16
5,"[(12,), (7, 8), (7, 8), (8,), (66,)]",5
5,"[(12,), (7, 8), (7, 8), (8,), (62,)]",6
5,"[(12,), (7, 8), (7, 8), (8,), (14,)]",8
5,"[(12,), (7, 8), (7, 8), (8,), (13,)]",6
5,"[(12,), (7, 8), (7, 8), (8,), (12,), (12,), (12,), (12,)]",5
5,"[(12,), (7, 8), (7, 8), (8,), (12,), (12,), (12,)]",6
5,"[(12,), (7, 8), (7, 8), (8,), (12,), (12,)]",8
5,"[(12,), (7, 8), (7, 8), (8,), (12,), (7, 8)]",5
5,"[(12,), (7, 8), (7, 8), (8,), (12,), (7,), (12,)]",5
5,"[(12,), (7, 8), (7, 8), (8,), (12,), (7,), (7,)]",5
5,"[(12,), (7, 8), (7, 8), (8,), (12,), (7,)]",6
5,"[(12,), (7, 8), (7, 8), (8,), (12,)]",10
5,"[(12,), (7, 8), (7, 8), (8,), (8,), (12,), (12,)]",6
5,"[(12,), (7, 8), (7, 8), (8,), (8,), (12,)]",6
5,"[(12,), (7, 8), (7, 8), (8,), (8,), (8,)]",5
5,"[(12,), (7, 8), (7, 8), (8,), (8,)]",8
5,"[(12,), (7, 8), (7, 8), (8,), (7, 8), (12,), (12,)]",6
5,"[(12,), (7, 8), (7, 8), (8,), (7, 8), (12,)]",6
5,"[(12,), (7, 8), (7, 8), (8,), (7, 8)]",8
5,"[(12,), (7, 8), (7, 8), (8,), (7,), (12,)]",5
5,"[(12,), (7, 8), (7, 8), (8,), (7,), (7,), (7,)]",5
5,"[(12,), (7, 8), (7, 8), (8,), (7,), (7,)]",5
5,"[(12,), (7, 8), (7, 8), (8,), (7,)]",7
5,"[(12,), (7, 8), (7, 8), (8,)]",20
5,"[(12,), (7, 8), (7, 8), (7, 8), (12,), (12,)]",6
5,"[(12,), (7, 8), (7, 8), (7, 8), (12,)]",9
5,"[(12,), (7, 8), (7, 8), (7, 8), (8,)]",6
5,"[(12,), (7, 8), (7, 8), (7, 8)]",13
5,"[(12,), (7, 8), (7, 8), (7,), (12,), (12,)]",5
5,"[(12,), (7, 8), (7, 8), (7,), (12,), (7,), (12,)]",5
5,"[(12,), (7, 8), (7, 8), (7,), (12,), (7,)]",5
5,"[(12,), (7, 8), (7, 8), (7,), (12,)]",5
5,"[(12,), (7, 8), (7, 8), (7,), (7, 8)]",5
5,"[(12,), (7, 8), (7, 8), (7,), (7,), (12,)]",5
5,"[(12,), (7, 8), (7, 8), (7,), (7,), (7,)]",5
5,"[(12,), (7, 8), (7, 8), (7,), (7,)]",6
5,"[(12,), (7, 8), (7, 8), (7,)]",9
5,"[(12,), (7, 8), (7, 8)]",26
5,"[(12,), (7, 8), (7,), (66,)]",6
5,"[(12,), (7, 8), (7,), (62,)]",5
5,"[(12,), (7, 8), (7,), (61,)]",7
5,"[(12,), (7, 8), (7,), (18,)]",6
5,"[(12,), (7, 8), (7,), (14,)]",7
5,"[(12,), (7, 8), (7,), (13,), (12,)]",5
5,"[(12,), (7, 8), (7,), (13,)]",7
5,"[(12,), (7, 8), (7,), (12,), (66,)]",5
5,"[(12,), (7, 8), (7,), (12,), (61,)]",5
5,"[(12,), (7, 8), (7,), (12,), (14,)]",6
5,"[(12,), (7, 8), (7,), (12,), (13,)]",5
5,"[(12,), (7, 8), (7,), (12,), (12,), (61,)]",5
5,"[(12,), (7, 8), (7,), (12,), (12,), (14,)]",5
5,"[(12,), (7, 8), (7,), (12,), (12,), (12,), (12,), (12,), (12,)]",5
5,"[(12,), (7, 8), (7,), (12,), (12,), (12,), (12,), (12,)]",5
5,"[(12,), (7, 8), (7,), (12,), (12,), (12,), (12,)]",7
5,"[(12,), (7, 8), (7,), (12,), (12,), (12,), (7, 8)]",6
5,"[(12,), (7, 8), (7,), (12,), (12,), (12,), (7,)]",5
5,"[(12,), (7, 8), (7,), (12,), (12,), (12,)]",9
5,"[(12,), (7, 8), (7,), (12,), (12,), (8,), (12,)]",7
5,"[(12,), (7, 8), (7,), (12,), (12,), (8,), (8,)]",5
5,"[(12,), (7, 8), (7,), (12,), (12,), (8,), (7, 8)]",5
5,"[(12,), (7, 8), (7,), (12,), (12,), (8,)]",9
5,"[(12,), (7, 8), (7,), (12,), (12,), (7, 8), (12,), (12,)]",5
5,"[(12,), (7, 8), (7,), (12,), (12,), (7, 8), (12,)]",5
5,"[(12,), (7, 8), (7,), (12,), (12,), (7, 8), (8,)]",7
5,"[(12,), (7, 8), (7,), (12,), (12,), (7, 8), (7, 8)]",7
5,"[(12,), (7, 8), (7,), (12,), (12,), (7, 8)]",10
5,"[(12,), (7, 8), (7,), (12,), (12,), (7,), (7,), (7,)]",5
5,"[(12,), (7, 8), (7,), (12,), (12,), (7,), (7,)]",5
5,"[(12,), (7, 8), (7,), (12,), (12,), (7,)]",6
5,"[(12,), (7, 8), (7,), (12,), (12,)]",14
5,"[(12,), (7, 8), (7,), (12,), (8,), (12,), (12,)]",5
5,"[(12,), (7, 8), (7,), (12,), (8,), (12,)]",7
5,"[(12,), (7, 8), (7,), (12,), (8,), (8,)]",5
5,"[(12,), (7, 8), (7,), (12,), (8,), (7, 8)]",6
5,"[(12,), (7, 8), (7,), (12,), (8,)]",10
5,"[(12,), (7, 8), (7,), (12,), (7, 8), (12,), (12,), (12,), (12,)]",5
5,"[(12,), (7, 8), (7,), (12,), (7, 8), (12,), (12,), (12,)]",5
5,"[(12,), (7, 8), (7,), (12,), (7, 8), (12,), (12,)]",6
5,"[(12,), (7, 8), (7,), (12,), (7, 8), (12,)]",6
5,"[(12,), (7, 8), (7,), (12,), (7, 8), (8,), (12,)]",5
5,"[(12,), (7, 8), (7,), (12,), (7, 8), (8,), (7, 8)]",5
5,"[(12,), (7, 8), (7,), (12,), (7, 8), (8,)]",9
5,"[(12,), (7, 8), (7,), (12,), (7, 8), (7, 8)]",7
5,"[(12,), (7, 8), (7,), (12,), (7, 8), (7,)]",5
5,"[(12,), (7, 8), (7,), (12,), (7, 8)]",12
5,"[(12,), (7, 8), (7,), (12,), (7,), (61,)]",5
5,"[(12,), (7, 8), (7,), (12,), (7,), (12,), (61,)]",5
5,"[(12,), (7, 8), (7,), (12,), (7,), (12,), (12,), (12,), (12,), (12,)]",5
5,"[(12,), (7, 8), (7,), (12,), (7,), (12,), (12,), (12,), (12,)]",5
5,"[(12,), (7, 8), (7,), (12,), (7,), (12,), (12,), (12,)]",6
5,"[(12,), (7, 8), (7,), (12,), (7,), (12,), (12,), (7, 8)]",5
5,"[(12,), (7, 8), (7,), (12,), (7,), (12,), (12,), (7,)]",5
5,"[(12,), (7, 8), (7,), (12,), (7,), (12,), (12,)]",7
5,"[(12,), (7, 8), (7,), (12,), (7,), (12,), (8,), (12,)]",5
5,"[(12,), (7, 8), (7,), (12,), (7,), (12,), (8,), (7, 8)]",5
5,"[(12,), (7, 8), (7,), (12,), (7,), (12,), (8,)]",7
5,"[(12,), (7, 8), (7,), (12,), (7,), (12,), (7, 8), (8,)]",6
5,"[(12,), (7, 8), (7,), (12,), (7,), (12,), (7, 8), (7, 8)]",7
5,"[(12,), (7, 8), (7,), (12,), (7,), (12,), (7, 8)]",9
5,"[(12,), (7, 8), (7,), (12,), (7,), (12,), (7,), (7,), (7,)]",5
5,"[(12,), (7, 8), (7,), (12,), (7,), (12,), (7,), (7,)]",5
5,"[(12,), (7, 8), (7,), (12,), (7,), (12,), (7,)]",6
5,"[(12,), (7, 8), (7,), (12,), (7,), (12,)]",12
5,"[(12,), (7, 8), (7,), (12,), (7,), (8,), (12,)]",5
5,"[(12,), (7, 8), (7,), (12,), (7,), (8,), (7, 8)]",6
5,"[(12,), (7, 8), (7,), (12,), (7,), (8,)]",7
5,"[(12,), (7, 8), (7,), (12,), (7,), (7, 8), (8,)]",6
5,"[(12,), (7, 8), (7,), (12,), (7,), (7, 8), (7, 8)]",7
5,"[(12,), (7, 8), (7,), (12,), (7,), (7, 8)]",9
5,"[(12,), (7, 8), (7,), (12,), (7,), (7,), (12,), (12,)]",5
5,"[(12,), (7, 8), (7,), (12,), (7,), (7,), (12,), (7,)]",5
5,"[(12,), (7, 8), (7,), (12,), (7,), (7,), (12,)]",6
5,"[(12,), (7, 8), (7,), (12,), (7,), (7,), (7, 8)]",5
5,"[(12,), (7, 8), (7,), (12,), (7,), (7,), (7,), (12,), (7,)]",5
5,"[(12,), (7, 8), (7,), (12,), (7,), (7,), (7,), (12,)]",5
5,"[(12,), (7, 8), (7,), (12,), (7,), (7,), (7,), (7,), (12,)]",5
5,"[(12,), (7, 8), (7,), (12,), (7,), (7,), (7,), (7,)]",6
5,"[(12,), (7, 8), (7,), (12,), (7,), (7,), (7,)]",6
5,"[(12,), (7, 8), (7,), (12,), (7,), (7,)]",8
5,"[(12,), (7, 8), (7,), (12,), (7,)]",14
5,"[(12,), (7, 8), (7,), (12,)]",17
5,"[(12,), (7, 8), (7,), (8,), (66,)]",5
5,"[(12,), (7, 8), (7,), (8,), (62,)]",5
5,"[(12,), (7, 8), (7,), (8,), (14,)]",6
5,"[(12,), (7, 8), (7,), (8,), (13,)]",5
5,"[(12,), (7, 8), (7,), (8,), (12,), (12,), (12,), (12,)]",5
5,"[(12,), (7, 8), (7,), (8,), (12,), (12,), (12,)]",5
5,"[(12,), (7, 8), (7,), (8,), (12,), (12,)]",7
5,"[(12,), (7, 8), (7,), (8,), (12,), (8,)]",5
5,"[(12,), (7, 8), (7,), (8,), (12,), (7, 8)]",6
5,"[(12,), (7, 8), (7,), (8,), (12,), (7,), (12,)]",5
5,"[(12,), (7, 8), (7,), (8,), (12,), (7,), (7,)]",5
5,"[(12,), (7, 8), (7,), (8,), (12,), (7,)]",7
5,"[(12,), (7, 8), (7,), (8,), (12,)]",12
5,"[(12,), (7, 8), (7,), (8,), (8,), (12,), (12,)]",5
5,"[(12,), (7, 8), (7,), (8,), (8,), (12,)]",5
5,"[(12,), (7, 8), (7,), (8,), (8,), (8,)]",5
5,"[(12,), (7, 8), (7,), (8,), (8,)]",8
5,"[(12,), (7, 8), (7,), (8,), (7, 8), (12,), (12,)]",5
5,"[(12,), (7, 8), (7,), (8,), (7, 8), (12,)]",7
5,"[(12,), (7, 8), (7,), (8,), (7, 8), (8,)]",5
5,"[(12,), (7, 8), (7,), (8,), (7, 8), (7,)]",5
5,"[(12,), (7, 8), (7,), (8,), (7, 8)]",11
5,"[(12,), (7, 8), (7,), (8,), (7,), (12,)]",5
5,"[(12,), (7, 8), (7,), (8,), (7,), (7, 8)]",5
5,"[(12,), (7, 8), (7,), (8,), (7,), (7,), (7,)]",5
5,"[(12,), (7, 8), (7,), (8,), (7,), (7,)]",5
5,"[(12,), (7, 8), (7,), (8,), (7,)]",9
5,"[(12,), (7, 8), (7,), (8,)]",16
5,"[(12,), (7, 8), (7,), (7, 8), (66,)]",5
5,"[(12,), (7, 8), (7,), (7, 8), (62,)]",5
5,"[(12,), (7, 8), (7,), (7, 8), (14,)]",7
5,"[(12,), (7, 8), (7,), (7, 8), (13,)]",5
5,"[(12,), (7, 8), (7,), (7, 8), (12,), (66,)]",5
5,"[(12,), (7, 8), (7,), (7, 8), (12,), (13,)]",5
5,"[(12,), (7, 8), (7,), (7, 8), (12,), (12,), (12,), (12,)]",6
5,"[(12,), (7, 8), (7,), (7, 8), (12,), (12,), (12,)]",6
5,"[(12,), (7, 8), (7,), (7, 8), (12,), (12,)]",8
5,"[(12,), (7, 8), (7,), (7, 8), (12,), (8,), (12,)]",5
5,"[(12,), (7, 8), (7,), (7, 8), (12,), (8,)]",6
5,"[(12,), (7, 8), (7,), (7, 8), (12,), (7, 8)]",5
5,"[(12,), (7, 8), (7,), (7, 8), (12,), (7,), (12,)]",5
5,"[(12,), (7, 8), (7,), (7, 8), (12,), (7,), (7,)]",5
5,"[(12,), (7, 8), (7,), (7, 8), (12,), (7,)]",7
5,"[(12,), (7, 8), (7,), (7, 8), (12,)]",11
5,"[(12,), (7, 8), (7,), (7, 8), (8,), (62,)]",5
5,"[(12,), (7, 8), (7,), (7, 8), (8,), (14,)]",6
5,"[(12,), (7, 8), (7,), (7, 8), (8,), (12,), (12,), (12,), (12,)]",5
5,"[(12,), (7, 8), (7,), (7, 8), (8,), (12,), (12,), (12,)]",5
5,"[(12,), (7, 8), (7,), (7, 8), (8,), (12,), (12,)]",6
5,"[(12,), (7, 8), (7,), (7, 8), (8,), (12,), (7,), (7,)]",5
5,"[(12,), (7, 8), (7,), (7, 8), (8,), (12,), (7,)]",5
5,"[(12,), (7, 8), (7,), (7, 8), (8,), (12,)]",8
5,"[(12,), (7, 8), (7,), (7, 8), (8,), (8,)]",5
5,"[(12,), (7, 8), (7,), (7, 8), (8,), (7, 8)]",6
5,"[(12,), (7, 8), (7,), (7, 8), (8,), (7,), (7,), (7,)]",5
5,"[(12,), (7, 8), (7,), (7, 8), (8,), (7,), (7,)]",5
5,"[(12,), (7, 8), (7,), (7, 8), (8,), (7,)]",6
5,"[(12,), (7, 8), (7,), (7, 8), (8,)]",14
5,"[(12,), (7, 8), (7,), (7, 8), (7, 8), (12,)]",5
5,"[(12,), (7, 8), (7,), (7, 8), (7, 8)]",9
5,"[(12,), (7, 8), (7,), (7, 8), (7,), (12,)]",5
5,"[(12,), (7, 8), (7,), (7, 8), (7,), (7, 8)]",5
5,"[(12,), (7, 8), (7,), (7, 8), (7,), (7,), (7,)]",5
5,"[(12,), (7, 8), (7,), (7, 8), (7,), (7,)]",5
5,"[(12,), (7, 8), (7,), (7, 8), (7,)]",9
5,"[(12,), (7, 8), (7,), (7, 8)]",17
5,"[(12,), (7, 8), (7,), (7,), (61,)]",7
5,"[(12,), (7, 8), (7,), (7,), (14,)]",6
5,"[(12,), (7, 8), (7,), (7,), (12,), (61,)]",5
5,"[(12,), (7, 8), (7,), (7,), (12,), (12,), (61,)]",5
5,"[(12,), (7, 8), (7,), (7,), (12,), (12,), (12,), (12,), (12,)]",5
5,"[(12,), (7, 8), (7,), (7,), (12,), (12,), (12,), (12,)]",7
5,"[(12,), (7, 8), (7,), (7,), (12,), (12,), (12,)]",7
5,"[(12,), (7, 8), (7,), (7,), (12,), (12,), (8,), (12,)]",5
5,"[(12,), (7, 8), (7,), (7,), (12,), (12,), (8,)]",5
5,"[(12,), (7, 8), (7,), (7,), (12,), (12,), (7, 8)]",5
5,"[(12,), (7, 8), (7,), (7,), (12,), (12,), (7,), (7,), (7,)]",5
5,"[(12,), (7, 8), (7,), (7,), (12,), (12,), (7,), (7,)]",5
5,"[(12,), (7, 8), (7,), (7,), (12,), (12,), (7,)]",6
5,"[(12,), (7, 8), (7,), (7,), (12,), (12,)]",9
5,"[(12,), (7, 8), (7,), (7,), (12,), (8,), (12,), (12,)]",5
5,"[(12,), (7, 8), (7,), (7,), (12,), (8,), (12,)]",6
5,"[(12,), (7, 8), (7,), (7,), (12,), (8,), (8,)]",5
5,"[(12,), (7, 8), (7,), (7,), (12,), (8,), (7, 8)]",6
5,"[(12,), (7, 8), (7,), (7,), (12,), (8,)]",9
5,"[(12,), (7, 8), (7,), (7,), (12,), (7, 8), (8,), (7, 8)]",5
5,"[(12,), (7, 8), (7,), (7,), (12,), (7, 8), (8,)]",7
5,"[(12,), (7, 8), (7,), (7,), (12,), (7, 8), (7, 8)]",7
5,"[(12,), (7, 8), (7,), (7,), (12,), (7, 8)]",10
5,"[(12,), (7, 8), (7,), (7,), (12,), (7,), (12,), (12,), (12,)]",5
5,"[(12,), (7, 8), (7,), (7,), (12,), (7,), (12,), (12,)]",5
