minsup,Pattern,Support
5,"[(61, 62), (7,), (7,)]",7
5,"[(61, 62), (7,)]",7
5,"[(61, 62)]",32
5,"[(61,), (66,), (66,), (66,), (66,)]",5
5,"[(61,), (66,), (66,), (66,)]",8
5,"[(61,), (66,), (66,), (61,), (66,)]",5
5,"[(61,), (66,), (66,), (61,)]",5
5,"[(61,), (66,), (66,), (12,)]",5
5,"[(61,), (66,), (66,), (8,)]",5
5,"[(61,), (66,), (66,)]",12
5,"[(61,), (66,), (62,), (66,), (66,)]",5
5,"[(61,), (66,), (62,), (66,)]",6
5,"[(61,), (66,), (62,)]",8
5,"[(61,), (66,), (61,), (66,)]",6
5,"[(61,), (66,), (61,), (61,)]",5
5,"[(61,), (66,), (61,), (12,)]",5
5,"[(61,), (66,), (61,)]",8
5,"[(61,), (66,), (48,)]",6
5,"[(61,), (66,), (12,), (61,)]",5
5,"[(61,), (66,), (12,), (12,), (12,), (12,), (12,), (12,)]",5
5,"[(61,), (66,), (12,), (12,), (12,), (12,), (12,)]",5
5,"[(61,), (66,), (12,), (12,), (12,), (12,)]",5
5,"[(61,), (66,), (12,), (12,), (12,)]",5
5,"[(61,), (66,), (12,), (12,), (8,)]",6
5,"[(61,), (66,), (12,), (12,), (7, 8), (8,)]",5
5,"[(61,), (66,), (12,), (12,), (7, 8)]",6
5,"[(61,), (66,), (12,), (12,), (7,), (8,)]",5
5,"[(61,), (66,), (12,), (12,), (7,)]",5
5,"[(61,), (66,), (12,), (12,)]",8
5,"[(61,), (66,), (12,), (8,), (7, 8)]",5
5,"[(61,), (66,), (12,), (8,)]",6
5,"[(61,), (66,), (12,), (7, 8), (12,), (7, 8)]",5
5,"[(61,), (66,), (12,), (7, 8), (12,)]",5
5,"[(61,), (66,), (12,), (7, 8), (8,)]",5
5,"[(61,), (66,), (12,), (7, 8), (7, 8), (12,)]",5
5,"[(61,), (66,), (12,), (7, 8), (7, 8), (8,)]",5
5,"[(61,), (66,), (12,), (7, 8), (7, 8)]",6
5,"[(61,), (66,), (12,), (7, 8)]",6
5,"[(61,), (66,), (12,), (7,), (12,), (8,)]",5
5,"[(61,), (66,), (12,), (7,), (12,), (7, 8), (8,)]",5
5,"[(61,), (66,), (12,), (7,), (12,), (7, 8)]",5
5,"[(61,), (66,), (12,), (7,), (12,)]",5
5,"[(61,), (66,), (12,), (7,), (8,), (7, 8)]",5
5,"[(61,), (66,), (12,), (7,), (8,)]",6
5,"[(61,), (66,), (12,), (7,), (7, 8), (8,)]",5
5,"[(61,), (66,), (12,), (7,), (7, 8), (7, 8), (8,)]",5
5,"[(61,), (66,), (12,), (7,), (7, 8), (7, 8)]",5
5,"[(61,), (66,), (12,), (7,), (7, 8)]",5
5,"[(61,), (66,), (12,), (7,), (7,), (8,)]",5
5,"[(61,), (66,), (12,), (7,), (7,)]",5
5,"[(61,), (66,), (12,), (7,)]",6
5,"[(61,), (66,), (12,)]",9
5,"[(61,), (66,), (8,), (12,), (12,), (7, 8)]",5
5,"[(61,), (66,), (8,), (12,), (12,)]",6
5,"[(61,), (66,), (8,), (12,), (7, 8), (12,)]",5
5,"[(61,), (66,), (8,), (12,), (7, 8)]",5
5,"[(61,), (66,), (8,), (12,)]",6
5,"[(61,), (66,), (8,), (8,)]",5
5,"[(61,), (66,), (8,), (7, 8), (12,)]",5
5,"[(61,), (66,), (8,), (7, 8), (7, 8)]",5
5,"[(61,), (66,), (8,), (7, 8)]",6
5,"[(61,), (66,), (8,)]",8
5,"[(61,), (66,), (7, 8), (12,), (7, 8)]",5
5,"[(61,), (66,), (7, 8), (12,)]",5
5,"[(61,), (66,), (7, 8), (8,)]",5
5,"[(61,), (66,), (7, 8), (7, 8), (12,)]",5
5,"[(61,), (66,), (7, 8), (7, 8), (8,)]",5
5,"[(61,), (66,), (7, 8), (7, 8)]",6
5,"[(61,), (66,), (7, 8)]",6
5,"[(61,), (66,), (7,), (12,), (12,), (12,)]",5
5,"[(61,), (66,), (7,), (12,), (12,), (8,)]",5
5,"[(61,), (66,), (7,), (12,), (12,), (7, 8), (8,)]",5
5,"[(61,), (66,), (7,), (12,), (12,), (7, 8)]",6
5,"[(61,), (66,), (7,), (12,), (12,)]",6
5,"[(61,), (66,), (7,), (12,), (8,)]",5
5,"[(61,), (66,), (7,), (12,), (7, 8), (12,), (7, 8)]",5
5,"[(61,), (66,), (7,), (12,), (7, 8), (12,)]",5
5,"[(61,), (66,), (7,), (12,), (7, 8), (8,)]",5
5,"[(61,), (66,), (7,), (12,), (7, 8), (7, 8), (12,)]",5
5,"[(61,), (66,), (7,), (12,), (7, 8), (7, 8), (8,)]",5
5,"[(61,), (66,), (7,), (12,), (7, 8), (7, 8)]",6
5,"[(61,), (66,), (7,), (12,), (7, 8)]",6
5,"[(61,), (66,), (7,), (12,)]",6
5,"[(61,), (66,), (7,), (8,), (12,), (12,), (7, 8)]",5
5,"[(61,), (66,), (7,), (8,), (12,), (12,)]",5
5,"[(61,), (66,), (7,), (8,), (12,), (7, 8), (12,)]",5
5,"[(61,), (66,), (7,), (8,), (12,), (7, 8)]",5
5,"[(61,), (66,), (7,), (8,), (12,)]",5
5,"[(61,), (66,), (7,), (8,), (8,)]",5
5,"[(61,), (66,), (7,), (8,), (7, 8), (12,)]",5
5,"[(61,), (66,), (7,), (8,), (7, 8), (7, 8)]",5
5,"[(61,), (66,), (7,), (8,), (7, 8)]",6
5,"[(61,), (66,), (7,), (8,)]",7
5,"[(61,), (66,), (7,), (7, 8), (12,), (7, 8)]",5
5,"[(61,), (66,), (7,), (7, 8), (12,)]",5
5,"[(61,), (66,), (7,), (7, 8), (8,)]",5
5,"[(61,), (66,), (7,), (7, 8), (7, 8), (12,)]",5
5,"[(61,), (66,), (7,), (7, 8), (7, 8), (8,)]",5
5,"[(61,), (66,), (7,), (7, 8), (7, 8)]",6
5,"[(61,), (66,), (7,), (7, 8)]",6
5,"[(61,), (66,), (7,), (7,), (12,), (12,), (7, 8)]",5
5,"[(61,), (66,), (7,), (7,), (12,), (12,)]",5
5,"[(61,), (66,), (7,), (7,), (12,), (7, 8), (12,), (7, 8)]",5
5,"[(61,), (66,), (7,), (7,), (12,), (7, 8), (12,)]",5
5,"[(61,), (66,), (7,), (7,), (12,), (7, 8), (7, 8), (12,)]",5
5,"[(61,), (66,), (7,), (7,), (12,), (7, 8), (7, 8)]",5
5,"[(61,), (66,), (7,), (7,), (12,), (7, 8)]",5
5,"[(61,), (66,), (7,), (7,), (12,)]",5
5,"[(61,), (66,), (7,), (7,), (8,), (12,), (12,), (7, 8)]",5
5,"[(61,), (66,), (7,), (7,), (8,), (12,), (12,)]",5
5,"[(61,), (66,), (7,), (7,), (8,), (12,), (7, 8), (12,)]",5
5,"[(61,), (66,), (7,), (7,), (8,), (12,), (7, 8)]",5
5,"[(61,), (66,), (7,), (7,), (8,), (12,)]",5
5,"[(61,), (66,), (7,), (7,), (8,), (7, 8), (12,)]",5
5,"[(61,), (66,), (7,), (7,), (8,), (7, 8)]",5
5,"[(61,), (66,), (7,), (7,), (8,)]",6
5,"[(61,), (66,), (7,), (7,), (7, 8), (12,), (7, 8)]",5
5,"[(61,), (66,), (7,), (7,), (7, 8), (12,)]",5
5,"[(61,), (66,), (7,), (7,), (7, 8), (7, 8), (12,)]",5
5,"[(61,), (66,), (7,), (7,), (7, 8), (7, 8)]",5
5,"[(61,), (66,), (7,), (7,), (7, 8)]",5
5,"[(61,), (66,), (7,), (7,)]",6
5,"[(61,), (66,), (7,)]",7
5,"[(61,), (66,)]",22
5,"[(61,), (62,), (66,), (66,), (66,)]",5
5,"[(61,), (62,), (66,), (66,)]",7
5,"[(61,), (62,), (66,)]",9
5,"[(61,), (62,), (62,)]",7
5,"[(61,), (62,), (61,), (66,)]",5
5,"[(61,), (62,), (61,)]",6
5,"[(61,), (62,)]",19
5,"[(61,), (61, 62, 63)]",5
5,"[(61,), (61, 62)]",7
5,"[(61,), (61,), (66,)]",10
5,"[(61,), (61,), (62,)]",6
5,"[(61,), (61,), (61,), (66,)]",5
5,"[(61,), (61,), (61,), (61,)]",5
5,"[(61,), (61,), (61,), (12,), (61,)]",5
5,"[(61,), (61,), (61,), (12,)]",5
5,"[(61,), (61,), (61,), (7,)]",5
5,"[(61,), (61,), (61,)]",11
5,"[(61,), (61,), (30,)]",5
5,"[(61,), (61,), (12,), (61,)]",5
5,"[(61,), (61,), (12,), (12,)]",5
5,"[(61,), (61,), (12,), (7,)]",6
5,"[(61,), (61,), (12,)]",9
5,"[(61,), (61,), (8,)]",7
5,"[(61,), (61,), (7, 8)]",6
5,"[(61,), (61,), (7,), (7,)]",5
5,"[(61,), (61,), (7,)]",10
5,"[(61,), (61,)]",28
5,"[(61,), (48,)]",11
5,"[(61,), (44,)]",5
5,"[(61,), (43,)]",9
5,"[(61,), (30,), (30,)]",5
5,"[(61,), (30,)]",13
5,"[(61,), (26,)]",5
5,"[(61,), (25,), (30,)]",5
5,"[(61,), (25,)]",10
5,"[(61,), (18,)]",6
5,"[(61,), (14,)]",5
5,"[(61,), (13,), (13,)]",5
5,"[(61,), (13,), (12,), (12,)]",5
5,"[(61,), (13,), (12,), (7,)]",5
5,"[(61,), (13,), (12,)]",6
5,"[(61,), (13,), (7,)]",6
5,"[(61,), (13,)]",8
5,"[(61,), (12, 48), (12,)]",5
5,"[(61,), (12, 48)]",7
5,"[(61,), (12,), (66,), (61,)]",5
5,"[(61,), (12,), (66,), (8,)]",5
5,"[(61,), (12,), (66,), (7,), (8,)]",5
5,"[(61,), (12,), (66,), (7,)]",5
5,"[(61,), (12,), (66,)]",6
5,"[(61,), (12,), (61,), (61,)]",5
5,"[(61,), (12,), (61,), (8,)]",5
5,"[(61,), (12,), (61,), (7,)]",7
5,"[(61,), (12,), (61,)]",10
5,"[(61,), (12,), (13,)]",6
5,"[(61,), (12,), (12,), (66,), (8,)]",5
5,"[(61,), (12,), (12,), (66,)]",6
5,"[(61,), (12,), (12,), (61,)]",6
5,"[(61,), (12,), (12,), (13,)]",5
5,"[(61,), (12,), (12,), (12,), (12,), (12,), (12,), (12,), (12,)]",5
5,"[(61,), (12,), (12,), (12,), (12,), (12,), (12,), (12,), (8,)]",5
5,"[(61,), (12,), (12,), (12,), (12,), (12,), (12,), (12,), (7, 8), (8,)]",5
5,"[(61,), (12,), (12,), (12,), (12,), (12,), (12,), (12,), (7, 8)]",5
5,"[(61,), (12,), (12,), (12,), (12,), (12,), (12,), (12,)]",6
5,"[(61,), (12,), (12,), (12,), (12,), (12,), (12,), (8,)]",5
5,"[(61,), (12,), (12,), (12,), (12,), (12,), (12,), (7, 8), (12,), (12,)]",5
5,"[(61,), (12,), (12,), (12,), (12,), (12,), (12,), (7, 8), (12,)]",5
5,"[(61,), (12,), (12,), (12,), (12,), (12,), (12,), (7, 8), (8,)]",5
5,"[(61,), (12,), (12,), (12,), (12,), (12,), (12,), (7, 8)]",6
5,"[(61,), (12,), (12,), (12,), (12,), (12,), (12,), (7,), (12,), (12,)]",5
5,"[(61,), (12,), (12,), (12,), (12,), (12,), (12,), (7,), (12,)]",5
5,"[(61,), (12,), (12,), (12,), (12,), (12,), (12,), (7,)]",5
5,"[(61,), (12,), (12,), (12,), (12,), (12,), (12,)]",7
5,"[(61,), (12,), (12,), (12,), (12,), (12,), (8,)]",5
5,"[(61,), (12,), (12,), (12,), (12,), (12,), (7, 8), (12,), (12,)]",5
5,"[(61,), (12,), (12,), (12,), (12,), (12,), (7, 8), (12,), (7,), (12,)]",5
5,"[(61,), (12,), (12,), (12,), (12,), (12,), (7, 8), (12,), (7,)]",5
5,"[(61,), (12,), (12,), (12,), (12,), (12,), (7, 8), (12,)]",5
5,"[(61,), (12,), (12,), (12,), (12,), (12,), (7, 8), (8,)]",5
5,"[(61,), (12,), (12,), (12,), (12,), (12,), (7, 8), (7,), (12,), (12,)]",5
5,"[(61,), (12,), (12,), (12,), (12,), (12,), (7, 8), (7,), (12,)]",5
5,"[(61,), (12,), (12,), (12,), (12,), (12,), (7, 8), (7,)]",5
5,"[(61,), (12,), (12,), (12,), (12,), (12,), (7, 8)]",6
5,"[(61,), (12,), (12,), (12,), (12,), (12,), (7,), (12,), (12,)]",5
5,"[(61,), (12,), (12,), (12,), (12,), (12,), (7,), (12,)]",5
5,"[(61,), (12,), (12,), (12,), (12,), (12,), (7,)]",5
5,"[(61,), (12,), (12,), (12,), (12,), (12,)]",7
5,"[(61,), (12,), (12,), (12,), (12,), (8,)]",5
5,"[(61,), (12,), (12,), (12,), (12,), (7, 8), (12,), (12,)]",5
5,"[(61,), (12,), (12,), (12,), (12,), (7, 8), (12,), (7,), (12,)]",5
5,"[(61,), (12,), (12,), (12,), (12,), (7, 8), (12,), (7,)]",5
5,"[(61,), (12,), (12,), (12,), (12,), (7, 8), (12,)]",5
5,"[(61,), (12,), (12,), (12,), (12,), (7, 8), (8,)]",5
5,"[(61,), (12,), (12,), (12,), (12,), (7, 8), (7,), (12,), (12,)]",5
5,"[(61,), (12,), (12,), (12,), (12,), (7, 8), (7,), (12,)]",5
5,"[(61,), (12,), (12,), (12,), (12,), (7, 8), (7,)]",5
5,"[(61,), (12,), (12,), (12,), (12,), (7, 8)]",6
5,"[(61,), (12,), (12,), (12,), (12,), (7,), (12,), (12,), (12,), (8,)]",5
5,"[(61,), (12,), (12,), (12,), (12,), (7,), (12,), (12,), (12,)]",5
5,"[(61,), (12,), (12,), (12,), (12,), (7,), (12,), (12,), (8,)]",5
5,"[(61,), (12,), (12,), (12,), (12,), (7,), (12,), (12,), (7,)]",5
5,"[(61,), (12,), (12,), (12,), (12,), (7,), (12,), (12,)]",6
5,"[(61,), (12,), (12,), (12,), (12,), (7,), (12,), (8,)]",5
5,"[(61,), (12,), (12,), (12,), (12,), (7,), (12,), (7,), (12,)]",5
5,"[(61,), (12,), (12,), (12,), (12,), (7,), (12,), (7,)]",5
5,"[(61,), (12,), (12,), (12,), (12,), (7,), (12,)]",6
5,"[(61,), (12,), (12,), (12,), (12,), (7,), (8,)]",5
5,"[(61,), (12,), (12,), (12,), (12,), (7,), (7,), (12,), (12,)]",5
5,"[(61,), (12,), (12,), (12,), (12,), (7,), (7,), (12,)]",5
5,"[(61,), (12,), (12,), (12,), (12,), (7,), (7,)]",5
5,"[(61,), (12,), (12,), (12,), (12,), (7,)]",6
5,"[(61,), (12,), (12,), (12,), (12,)]",7
5,"[(61,), (12,), (12,), (12,), (8,)]",5
5,"[(61,), (12,), (12,), (12,), (7, 8), (12,), (12,)]",5
5,"[(61,), (12,), (12,), (12,), (7, 8), (12,), (7,), (12,)]",5
5,"[(61,), (12,), (12,), (12,), (7, 8), (12,), (7,)]",5
5,"[(61,), (12,), (12,), (12,), (7, 8), (12,)]",5
5,"[(61,), (12,), (12,), (12,), (7, 8), (8,)]",5
5,"[(61,), (12,), (12,), (12,), (7, 8), (7,), (12,), (12,)]",5
5,"[(61,), (12,), (12,), (12,), (7, 8), (7,), (12,)]",5
5,"[(61,), (12,), (12,), (12,), (7, 8), (7,)]",5
5,"[(61,), (12,), (12,), (12,), (7, 8)]",6
5,"[(61,), (12,), (12,), (12,), (7,), (12,), (12,), (12,), (8,)]",5
5,"[(61,), (12,), (12,), (12,), (7,), (12,), (12,), (12,)]",5
5,"[(61,), (12,), (12,), (12,), (7,), (12,), (12,), (8,)]",5
5,"[(61,), (12,), (12,), (12,), (7,), (12,), (12,), (7,)]",5
5,"[(61,), (12,), (12,), (12,), (7,), (12,), (12,)]",6
5,"[(61,), (12,), (12,), (12,), (7,), (12,), (8,)]",5
5,"[(61,), (12,), (12,), (12,), (7,), (12,), (7,), (12,), (7,)]",5
5,"[(61,), (12,), (12,), (12,), (7,), (12,), (7,), (12,)]",5
5,"[(61,), (12,), (12,), (12,), (7,), (12,), (7,), (7,), (12,)]",5
5,"[(61,), (12,), (12,), (12,), (7,), (12,), (7,), (7,)]",5
5,"[(61,), (12,), (12,), (12,), (7,), (12,), (7,)]",5
5,"[(61,), (12,), (12,), (12,), (7,), (12,)]",6
5,"[(61,), (12,), (12,), (12,), (7,), (8,)]",5
5,"[(61,), (12,), (12,), (12,), (7,), (7,), (12,), (12,), (7,)]",5
5,"[(61,), (12,), (12,), (12,), (7,), (7,), (12,), (12,)]",5
5,"[(61,), (12,), (12,), (12,), (7,), (7,), (12,), (7,), (12,), (7,)]",5
5,"[(61,), (12,), (12,), (12,), (7,), (7,), (12,), (7,), (12,)]",5
5,"[(61,), (12,), (12,), (12,), (7,), (7,), (12,), (7,), (7,), (12,)]",5
5,"[(61,), (12,), (12,), (12,), (7,), (7,), (12,), (7,), (7,)]",5
5,"[(61,), (12,), (12,), (12,), (7,), (7,), (12,), (7,)]",5
5,"[(61,), (12,), (12,), (12,), (7,), (7,), (12,)]",5
5,"[(61,), (12,), (12,), (12,), (7,), (7,), (7,), (12,), (7,), (7,)]",5
5,"[(61,), (12,), (12,), (12,), (7,), (7,), (7,), (12,), (7,)]",5
5,"[(61,), (12,), (12,), (12,), (7,), (7,), (7,), (12,)]",5
5,"[(61,), (12,), (12,), (12,), (7,), (7,), (7,), (7,), (12,), (7,)]",5
5,"[(61,), (12,), (12,), (12,), (7,), (7,), (7,), (7,), (12,)]",5
5,"[(61,), (12,), (12,), (12,), (7,), (7,), (7,), (7,), (7,), (12,)]",5
5,"[(61,), (12,), (12,), (12,), (7,), (7,), (7,), (7,), (7,)]",5
5,"[(61,), (12,), (12,), (12,), (7,), (7,), (7,), (7,)]",5
5,"[(61,), (12,), (12,), (12,), (7,), (7,), (7,)]",5
5,"[(61,), (12,), (12,), (12,), (7,), (7,)]",5
5,"[(61,), (12,), (12,), (12,), (7,)]",6
5,"[(61,), (12,), (12,), (12,)]",11
5,"[(61,), (12,), (12,), (8,), (8,)]",5
5,"[(61,), (12,), (12,), (8,)]",8
5,"[(61,), (12,), (12,), (7, 8), (12,), (12,), (12,), (12,)]",5
5,"[(61,), (12,), (12,), (7, 8), (12,), (12,), (12,)]",5
5,"[(61,), (12,), (12,), (7, 8), (12,), (12,)]",6
5,"[(61,), (12,), (12,), (7, 8), (12,), (7,), (12,)]",5
5,"[(61,), (12,), (12,), (7, 8), (12,), (7,)]",5
5,"[(61,), (12,), (12,), (7, 8), (12,)]",6
5,"[(61,), (12,), (12,), (7, 8), (8,)]",7
5,"[(61,), (12,), (12,), (7, 8), (7,), (12,), (12,)]",5
5,"[(61,), (12,), (12,), (7, 8), (7,), (12,)]",5
5,"[(61,), (12,), (12,), (7, 8), (7,)]",5
5,"[(61,), (12,), (12,), (7, 8)]",10
5,"[(61,), (12,), (12,), (7,), (13,)]",5
5,"[(61,), (12,), (12,), (7,), (12,), (12,), (12,), (8,)]",5
5,"[(61,), (12,), (12,), (7,), (12,), (12,), (12,), (7, 8), (8,)]",5
5,"[(61,), (12,), (12,), (7,), (12,), (12,), (12,), (7, 8)]",5
5,"[(61,), (12,), (12,), (7,), (12,), (12,), (12,)]",5
5,"[(61,), (12,), (12,), (7,), (12,), (12,), (8,)]",5
5,"[(61,), (12,), (12,), (7,), (12,), (12,), (7, 8), (8,)]",5
5,"[(61,), (12,), (12,), (7,), (12,), (12,), (7, 8)]",5
5,"[(61,), (12,), (12,), (7,), (12,), (12,), (7,)]",5
5,"[(61,), (12,), (12,), (7,), (12,), (12,)]",6
5,"[(61,), (12,), (12,), (7,), (12,), (8,)]",5
5,"[(61,), (12,), (12,), (7,), (12,), (7, 8), (8,)]",5
5,"[(61,), (12,), (12,), (7,), (12,), (7, 8)]",5
5,"[(61,), (12,), (12,), (7,), (12,), (7,), (12,), (7,)]",5
5,"[(61,), (12,), (12,), (7,), (12,), (7,), (12,)]",5
5,"[(61,), (12,), (12,), (7,), (12,), (7,), (7,), (12,)]",5
5,"[(61,), (12,), (12,), (7,), (12,), (7,), (7,)]",5
5,"[(61,), (12,), (12,), (7,), (12,), (7,)]",5
5,"[(61,), (12,), (12,), (7,), (12,)]",6
5,"[(61,), (12,), (12,), (7,), (8,)]",6
5,"[(61,), (12,), (12,), (7,), (7, 8), (8,)]",5
5,"[(61,), (12,), (12,), (7,), (7, 8)]",6
5,"[(61,), (12,), (12,), (7,), (7,), (12,), (12,), (7,)]",5
5,"[(61,), (12,), (12,), (7,), (7,), (12,), (12,)]",5
5,"[(61,), (12,), (12,), (7,), (7,), (12,), (7,), (12,), (7,)]",5
5,"[(61,), (12,), (12,), (7,), (7,), (12,), (7,), (12,)]",5
5,"[(61,), (12,), (12,), (7,), (7,), (12,), (7,), (7,), (12,)]",5
5,"[(61,), (12,), (12,), (7,), (7,), (12,), (7,), (7,)]",5
5,"[(61,), (12,), (12,), (7,), (7,), (12,), (7,)]",5
5,"[(61,), (12,), (12,), (7,), (7,), (12,)]",5
5,"[(61,), (12,), (12,), (7,), (7,), (8,)]",5
5,"[(61,), (12,), (12,), (7,), (7,), (7,), (12,), (7,), (7,)]",5
5,"[(61,), (12,), (12,), (7,), (7,), (7,), (12,), (7,)]",5
5,"[(61,), (12,), (12,), (7,), (7,), (7,), (12,)]",5
5,"[(61,), (12,), (12,), (7,), (7,), (7,), (7,), (12,), (7,)]",5
5,"[(61,), (12,), (12,), (7,), (7,), (7,), (7,), (12,)]",5
5,"[(61,), (12,), (12,), (7,), (7,), (7,), (7,), (7,), (12,)]",5
5,"[(61,), (12,), (12,), (7,), (7,), (7,), (7,), (7,)]",5
5,"[(61,), (12,), (12,), (7,), (7,), (7,), (7,)]",5
5,"[(61,), (12,), (12,), (7,), (7,), (7,)]",5
5,"[(61,), (12,), (12,), (7,), (7,)]",7
5,"[(61,), (12,), (12,), (7,)]",8
5,"[(61,), (12,), (12,)]",20
5,"[(61,), (12,), (8,), (12,), (8,)]",5
5,"[(61,), (12,), (8,), (12,), (7, 8)]",5
5,"[(61,), (12,), (8,), (12,)]",6
5,"[(61,), (12,), (8,), (8,)]",6
5,"[(61,), (12,), (8,), (7, 8), (8,)]",5
5,"[(61,), (12,), (8,), (7, 8)]",6
5,"[(61,), (12,), (8,), (7,)]",5
5,"[(61,), (12,), (8,)]",9
5,"[(61,), (12,), (7, 8), (12,), (12,), (12,), (12,)]",5
5,"[(61,), (12,), (7, 8), (12,), (12,), (12,)]",5
5,"[(61,), (12,), (7, 8), (12,), (12,)]",6
5,"[(61,), (12,), (7, 8), (12,), (7, 8), (12,), (12,)]",5
5,"[(61,), (12,), (7, 8), (12,), (7, 8), (12,)]",5
5,"[(61,), (12,), (7, 8), (12,), (7, 8)]",6
5,"[(61,), (12,), (7, 8), (12,), (7,), (12,)]",5
5,"[(61,), (12,), (7, 8), (12,), (7,)]",5
5,"[(61,), (12,), (7, 8), (12,)]",7
5,"[(61,), (12,), (7, 8), (8,), (12,)]",5
5,"[(61,), (12,), (7, 8), (8,)]",7
5,"[(61,), (12,), (7, 8), (7, 8), (12,), (12,)]",5
5,"[(61,), (12,), (7, 8), (7, 8), (12,)]",6
5,"[(61,), (12,), (7, 8), (7, 8), (8,)]",6
5,"[(61,), (12,), (7, 8), (7, 8)]",7
5,"[(61,), (12,), (7, 8), (7,), (12,), (12,)]",5
5,"[(61,), (12,), (7, 8), (7,), (12,), (7, 8)]",5
5,"[(61,), (12,), (7, 8), (7,), (12,)]",6
5,"[(61,), (12,), (7, 8), (7,), (8,), (12,)]",5
5,"[(61,), (12,), (7, 8), (7,), (8,)]",5
5,"[(61,), (12,), (7, 8), (7,), (7, 8), (12,)]",5
5,"[(61,), (12,), (7, 8), (7,), (7, 8), (8,)]",5
5,"[(61,), (12,), (7, 8), (7,), (7, 8)]",5
5,"[(61,), (12,), (7, 8), (7,), (7,), (12,)]",5
5,"[(61,), (12,), (7, 8), (7,), (7,), (7,), (12,)]",5
5,"[(61,), (12,), (7, 8), (7,), (7,), (7,)]",5
5,"[(61,), (12,), (7, 8), (7,), (7,)]",5
5,"[(61,), (12,), (7, 8), (7,)]",6
5,"[(61,), (12,), (7, 8)]",11
5,"[(61,), (12,), (7,), (13,)]",6
5,"[(61,), (12,), (7,), (12,), (12,), (12,), (8,)]",5
5,"[(61,), (12,), (7,), (12,), (12,), (12,), (7, 8), (8,)]",5
5,"[(61,), (12,), (7,), (12,), (12,), (12,), (7, 8)]",5
5,"[(61,), (12,), (7,), (12,), (12,), (12,)]",5
5,"[(61,), (12,), (7,), (12,), (12,), (8,)]",5
5,"[(61,), (12,), (7,), (12,), (12,), (7, 8), (8,)]",5
5,"[(61,), (12,), (7,), (12,), (12,), (7, 8)]",5
5,"[(61,), (12,), (7,), (12,), (12,), (7,)]",5
5,"[(61,), (12,), (7,), (12,), (12,)]",6
5,"[(61,), (12,), (7,), (12,), (8,)]",7
5,"[(61,), (12,), (7,), (12,), (7, 8), (8,)]",7
5,"[(61,), (12,), (7,), (12,), (7, 8)]",7
5,"[(61,), (12,), (7,), (12,), (7,), (12,), (7,)]",5
5,"[(61,), (12,), (7,), (12,), (7,), (12,)]",5
5,"[(61,), (12,), (7,), (12,), (7,), (7,), (12,)]",5
5,"[(61,), (12,), (7,), (12,), (7,), (7,)]",5
5,"[(61,), (12,), (7,), (12,), (7,)]",5
5,"[(61,), (12,), (7,), (12,)]",9
5,"[(61,), (12,), (7,), (8,), (12,), (8,)]",5
5,"[(61,), (12,), (7,), (8,), (12,), (7, 8)]",5
5,"[(61,), (12,), (7,), (8,), (12,)]",6
5,"[(61,), (12,), (7,), (8,), (8,)]",6
5,"[(61,), (12,), (7,), (8,), (7, 8), (8,)]",5
5,"[(61,), (12,), (7,), (8,), (7, 8)]",6
5,"[(61,), (12,), (7,), (8,)]",8
5,"[(61,), (12,), (7,), (7, 8), (12,)]",5
5,"[(61,), (12,), (7,), (7, 8), (8,)]",7
5,"[(61,), (12,), (7,), (7, 8), (7, 8), (8,)]",5
5,"[(61,), (12,), (7,), (7, 8), (7, 8)]",5
5,"[(61,), (12,), (7,), (7, 8)]",9
5,"[(61,), (12,), (7,), (7,), (12,), (12,), (7,)]",5
5,"[(61,), (12,), (7,), (7,), (12,), (12,)]",5
5,"[(61,), (12,), (7,), (7,), (12,), (8,)]",5
5,"[(61,), (12,), (7,), (7,), (12,), (7,), (12,), (7,)]",5
5,"[(61,), (12,), (7,), (7,), (12,), (7,), (12,)]",5
5,"[(61,), (12,), (7,), (7,), (12,), (7,), (7,), (12,)]",5
5,"[(61,), (12,), (7,), (7,), (12,), (7,), (7,)]",5
5,"[(61,), (12,), (7,), (7,), (12,), (7,)]",5
5,"[(61,), (12,), (7,), (7,), (12,)]",6
5,"[(61,), (12,), (7,), (7,), (8,), (12,)]",5
5,"[(61,), (12,), (7,), (7,), (8,)]",6
5,"[(61,), (12,), (7,), (7,), (7, 8)]",5
5,"[(61,), (12,), (7,), (7,), (7,), (12,), (8,)]",5
5,"[(61,), (12,), (7,), (7,), (7,), (12,), (7,), (7,)]",5
5,"[(61,), (12,), (7,), (7,), (7,), (12,), (7,)]",5
5,"[(61,), (12,), (7,), (7,), (7,), (12,)]",6
5,"[(61,), (12,), (7,), (7,), (7,), (8,), (12,)]",5
5,"[(61,), (12,), (7,), (7,), (7,), (8,)]",5
5,"[(61,), (12,), (7,), (7,), (7,), (7,), (12,), (7,)]",5
5,"[(61,), (12,), (7,), (7,), (7,), (7,), (12,)]",5
5,"[(61,), (12,), (7,), (7,), (7,), (7,), (7,), (12,)]",5
5,"[(61,), (12,), (7,), (7,), (7,), (7,), (7,)]",5
5,"[(61,), (12,), (7,), (7,), (7,), (7,)]",5
5,"[(61,), (12,), (7,), (7,), (7,)]",6
5,"[(61,), (12,), (7,), (7,)]",8
5,"[(61,), (12,), (7,)]",14
5,"[(61,), (12,)]",27
5,"[(61,), (9,)]",5
5,"[(61,), (8, 44)]",5
5,"[(61,), (8,), (12,), (12,), (12,), (12,), (12,)]",5
