minsup,Pattern,Support
5,27,"[(48,), (48,)]"
5,8,"[(48,), (44,)]"
5,6,"[(48,), (43,), (62,)]"
5,5,"[(48,), (43,), (61,)]"
5,5,"[(48,), (43,), (43,)]"
5,5,"[(48,), (43,), (30,)]"
5,13,"[(48,), (43,)]"
5,5,"[(48,), (30,), (66,), (62,)]"
5,9,"[(48,), (30,), (66,)]"
5,7,"[(48,), (30,), (62,)]"
5,9,"[(48,), (30,), (48,)]"
5,5,"[(48,), (30,), (30,), (48,)]"
5,6,"[(48,), (30,), (30,), (30,), (26,)]"
5,7,"[(48,), (30,), (30,), (30,)]"
5,6,"[(48,), (30,), (30,), (26,)]"
5,11,"[(48,), (30,), (30,)]"
5,6,"[(48,), (30,), (26,)]"
5,6,"[(48,), (30,), (25,)]"
5,6,"[(48,), (30,), (12, 30, 48)]"
5,6,"[(48,), (30,), (8,)]"
5,29,"[(48,), (30,)]"
5,5,"[(48,), (26,), (62,)]"
5,5,"[(48,), (26,), (48,)]"
5,5,"[(48,), (26,), (30,), (48,)]"
5,5,"[(48,), (26,), (30,), (30,)]"
5,6,"[(48,), (26,), (30,)]"
5,10,"[(48,), (26,)]"
5,7,"[(48,), (25,)]"
5,5,"[(48,), (12, 48), (48,)]"
5,6,"[(48,), (12, 48), (30,)]"
5,5,"[(48,), (12, 48), (12, 30, 48)]"
5,12,"[(48,), (12, 48)]"
5,8,"[(48,), (12, 30, 48)]"
5,15,"[(48,), (12,)]"
5,5,"[(48,), (9,)]"
5,6,"[(48,), (8, 44)]"
5,7,"[(48,), (8, 26, 44)]"
5,5,"[(48,), (8, 26)]"
5,6,"[(48,), (8,), (48,)]"
5,5,"[(48,), (8,), (30,)]"
5,5,"[(48,), (8,), (12,)]"
5,5,"[(48,), (8,), (8,), (8,)]"
5,6,"[(48,), (8,), (8,)]"
5,13,"[(48,), (8,)]"
5,7,"[(48,), (7, 8)]"
5,5,"[(48,), (7,)]"
5,88,"[(48,)]"
5,7,"[(45,), (66,)]"
5,5,"[(45,), (62,)]"
5,7,"[(45,), (30,), (30,)]"
5,7,"[(45,), (30,)]"
5,12,"[(45,)]"
5,5,"[(44,), (48,), (48,)]"
5,8,"[(44,), (48,)]"
5,6,"[(44,), (44,)]"
5,7,"[(44,), (30,)]"
5,5,"[(44,), (26,)]"
5,8,"[(44,), (8,)]"
5,33,"[(44,)]"
5,16,"[(43, 44)]"
5,9,"[(43,), (66,)]"
5,6,"[(43,), (62,), (30,)]"
5,5,"[(43,), (62,), (12,)]"
5,13,"[(43,), (62,)]"
5,5,"[(43,), (61,), (62,)]"
5,5,"[(43,), (61,), (61,)]"
5,11,"[(43,), (61,)]"
5,11,"[(43,), (48,)]"
5,7,"[(43,), (44,)]"
5,5,"[(43,), (43, 44)]"
5,11,"[(43,), (43,)]"
5,5,"[(43,), (30,), (48,)]"
5,8,"[(43,), (30,), (30,)]"
5,5,"[(43,), (30,), (26,)]"
5,16,"[(43,), (30,)]"
5,5,"[(43,), (26,), (30,)]"
5,9,"[(43,), (26,)]"
5,9,"[(43,), (25,)]"
5,10,"[(43,), (12,)]"
5,6,"[(43,), (8,)]"
5,6,"[(43,), (7, 8)]"
5,48,"[(43,)]"
5,6,"[(30, 48), (66,)]"
5,9,"[(30, 48), (62,)]"
5,8,"[(30, 48), (48,)]"
5,6,"[(30, 48), (44,)]"
5,6,"[(30, 48), (30,), (30,)]"
5,7,"[(30, 48), (30,)]"
5,5,"[(30, 48), (12,)]"
5,5,"[(30, 48), (8,)]"
5,33,"[(30, 48)]"
5,8,"[(30,), (66,), (66,)]"
5,8,"[(30,), (66,), (62,)]"
5,6,"[(30,), (66,), (48,)]"
5,8,"[(30,), (66,), (30,)]"
5,6,"[(30,), (66,), (12,)]"
5,5,"[(30,), (66,), (8,)]"
5,26,"[(30,), (66,)]"
5,5,"[(30,), (63,)]"
5,6,"[(30,), (62,), (66,)]"
5,5,"[(30,), (62,), (62,)]"
5,7,"[(30,), (62,), (48,)]"
5,5,"[(30,), (62,), (30,), (30,)]"
5,5,"[(30,), (62,), (30,), (12,)]"
5,7,"[(30,), (62,), (30,)]"
5,5,"[(30,), (62,), (26,)]"
5,6,"[(30,), (62,), (12, 30, 48)]"
5,8,"[(30,), (62,), (12,)]"
5,6,"[(30,), (62,), (8,)]"
5,20,"[(30,), (62,)]"
5,10,"[(30,), (61,)]"
5,8,"[(30,), (48,), (66,)]"
5,5,"[(30,), (48,), (62,), (12,)]"
5,8,"[(30,), (48,), (62,)]"
5,5,"[(30,), (48,), (48,), (66,)]"
5,6,"[(30,), (48,), (48,), (62,)]"
5,5,"[(30,), (48,), (48,), (48,)]"
5,5,"[(30,), (48,), (48,), (30,), (62,)]"
5,5,"[(30,), (48,), (48,), (30,), (12, 30, 48)]"
5,8,"[(30,), (48,), (48,), (30,)]"
5,5,"[(30,), (48,), (48,), (12, 30, 48)]"
5,11,"[(30,), (48,), (48,)]"
5,5,"[(30,), (48,), (30,), (66,)]"
5,6,"[(30,), (48,), (30,), (62,)]"
5,5,"[(30,), (48,), (30,), (30,), (30,), (26,)]"
5,6,"[(30,), (48,), (30,), (30,), (30,)]"
5,5,"[(30,), (48,), (30,), (30,), (26,)]"
5,7,"[(30,), (48,), (30,), (30,)]"
5,5,"[(30,), (48,), (30,), (26,)]"
5,5,"[(30,), (48,), (30,), (12, 30, 48)]"
5,13,"[(30,), (48,), (30,)]"
5,5,"[(30,), (48,), (26,), (62,)]"
5,5,"[(30,), (48,), (26,), (30,)]"
5,7,"[(30,), (48,), (26,)]"
5,5,"[(30,), (48,), (12, 30, 48)]"
5,9,"[(30,), (48,), (12,)]"
5,5,"[(30,), (48,), (8,)]"
5,25,"[(30,), (48,)]"
5,7,"[(30,), (45,)]"
5,10,"[(30,), (44,)]"
5,5,"[(30,), (43,), (66,)]"
5,5,"[(30,), (43,), (62,)]"
5,7,"[(30,), (43,), (26,)]"
5,5,"[(30,), (43,), (12,)]"
5,10,"[(30,), (43,)]"
5,8,"[(30,), (30, 48)]"
5,5,"[(30,), (30,), (66,), (62,)]"
5,6,"[(30,), (30,), (66,), (30,)]"
5,12,"[(30,), (30,), (66,)]"
5,6,"[(30,), (30,), (62,), (12,)]"
5,10,"[(30,), (30,), (62,)]"
5,5,"[(30,), (30,), (61,)]"
5,6,"[(30,), (30,), (48,), (62,)]"
5,6,"[(30,), (30,), (48,), (30,)]"
5,5,"[(30,), (30,), (48,), (26,)]"
5,10,"[(30,), (30,), (48,)]"
5,5,"[(30,), (30,), (44,)]"
5,5,"[(30,), (30,), (43,), (26,)]"
5,6,"[(30,), (30,), (43,)]"
5,5,"[(30,), (30,), (30, 48)]"
5,7,"[(30,), (30,), (30,), (66,)]"
5,8,"[(30,), (30,), (30,), (62,)]"
5,5,"[(30,), (30,), (30,), (48,)]"
5,5,"[(30,), (30,), (30,), (43,), (26,)]"
5,6,"[(30,), (30,), (30,), (43,)]"
5,5,"[(30,), (30,), (30,), (30,), (66,)]"
5,5,"[(30,), (30,), (30,), (30,), (62,)]"
5,5,"[(30,), (30,), (30,), (30,), (43,)]"
5,7,"[(30,), (30,), (30,), (30,), (30,), (30,)]"
5,5,"[(30,), (30,), (30,), (30,), (30,), (26,)]"
5,9,"[(30,), (30,), (30,), (30,), (30,)]"
5,7,"[(30,), (30,), (30,), (30,), (26,)]"
5,12,"[(30,), (30,), (30,), (30,)]"
5,5,"[(30,), (30,), (30,), (26,), (30,), (30,)]"
5,6,"[(30,), (30,), (30,), (26,), (30,)]"
5,6,"[(30,), (30,), (30,), (26,), (26,)]"
5,10,"[(30,), (30,), (30,), (26,)]"
5,5,"[(30,), (30,), (30,), (25, 26), (26,)]"
5,6,"[(30,), (30,), (30,), (25, 26)]"
5,5,"[(30,), (30,), (30,), (25,), (26,)]"
5,6,"[(30,), (30,), (30,), (25,)]"
5,5,"[(30,), (30,), (30,), (8,)]"
5,23,"[(30,), (30,), (30,)]"
5,5,"[(30,), (30,), (26,), (62,)]"
5,5,"[(30,), (30,), (26,), (48,)]"
5,5,"[(30,), (30,), (26,), (43,)]"
5,5,"[(30,), (30,), (26,), (30,), (43,)]"
5,6,"[(30,), (30,), (26,), (30,), (30,)]"
5,5,"[(30,), (30,), (26,), (30,), (26,)]"
5,7,"[(30,), (30,), (26,), (30,)]"
5,5,"[(30,), (30,), (26,), (26,), (30,)]"
5,7,"[(30,), (30,), (26,), (26,)]"
5,5,"[(30,), (30,), (26,), (12,)]"
5,13,"[(30,), (30,), (26,)]"
5,6,"[(30,), (30,), (25, 26), (26,)]"
5,8,"[(30,), (30,), (25, 26)]"
5,6,"[(30,), (30,), (25,), (26,)]"
5,5,"[(30,), (30,), (25,), (25,)]"
5,8,"[(30,), (30,), (25,)]"
5,8,"[(30,), (30,), (12, 30, 48)]"
5,10,"[(30,), (30,), (12,)]"
5,6,"[(30,), (30,), (9,)]"
5,5,"[(30,), (30,), (8,), (12,)]"
5,10,"[(30,), (30,), (8,)]"
5,43,"[(30,), (30,)]"
5,5,"[(30,), (27,)]"
5,5,"[(30,), (26, 44), (48,)]"
5,5,"[(30,), (26, 44), (30,)]"
5,9,"[(30,), (26, 44)]"
5,6,"[(30,), (26, 27), (30,), (30,)]"
5,6,"[(30,), (26, 27), (30,)]"
5,6,"[(30,), (26, 27)]"
5,6,"[(30,), (26,), (62,), (12,)]"
5,8,"[(30,), (26,), (62,)]"
5,5,"[(30,), (26,), (48,), (62,)]"
5,7,"[(30,), (26,), (48,)]"
5,5,"[(30,), (26,), (43,), (26,)]"
5,6,"[(30,), (26,), (43,)]"
5,6,"[(30,), (26,), (30,), (62,)]"
5,6,"[(30,), (26,), (30,), (48,)]"
5,5,"[(30,), (26,), (30,), (43,), (26,)]"
5,6,"[(30,), (26,), (30,), (43,)]"
5,5,"[(30,), (26,), (30,), (30,), (62,)]"
5,5,"[(30,), (26,), (30,), (30,), (48,)]"
5,5,"[(30,), (26,), (30,), (30,), (43,), (26,)]"
5,6,"[(30,), (26,), (30,), (30,), (43,)]"
5,5,"[(30,), (26,), (30,), (30,), (30,), (26,)]"
5,6,"[(30,), (26,), (30,), (30,), (30,)]"
5,6,"[(30,), (26,), (30,), (30,), (26,)]"
5,10,"[(30,), (26,), (30,), (30,)]"
5,7,"[(30,), (26,), (30,), (26,), (26,)]"
5,8,"[(30,), (26,), (30,), (26,)]"
5,5,"[(30,), (26,), (30,), (25, 26)]"
5,5,"[(30,), (26,), (30,), (12,)]"
5,13,"[(30,), (26,), (30,)]"
5,5,"[(30,), (26,), (26,), (30,), (30,)]"
5,5,"[(30,), (26,), (26,), (30,), (26,)]"
5,6,"[(30,), (26,), (26,), (30,)]"
5,8,"[(30,), (26,), (26,), (26,)]"
5,10,"[(30,), (26,), (26,)]"
5,5,"[(30,), (26,), (25, 26)]"
5,5,"[(30,), (26,), (25,), (30,), (26,)]"
5,6,"[(30,), (26,), (25,), (30,)]"
5,5,"[(30,), (26,), (25,), (26,), (26,)]"
5,6,"[(30,), (26,), (25,), (26,)]"
5,5,"[(30,), (26,), (25,), (25,)]"
5,8,"[(30,), (26,), (25,)]"
5,5,"[(30,), (26,), (12, 30, 48)]"
5,6,"[(30,), (26,), (12,)]"
5,19,"[(30,), (26,)]"
5,7,"[(30,), (25, 26), (62,)]"
5,6,"[(30,), (25, 26), (30,), (30,)]"
5,8,"[(30,), (25, 26), (30,)]"
5,5,"[(30,), (25, 26), (26,), (26,)]"
5,7,"[(30,), (25, 26), (26,)]"
5,5,"[(30,), (25, 26), (25,), (26,)]"
5,6,"[(30,), (25, 26), (25,)]"
5,13,"[(30,), (25, 26)]"
5,5,"[(30,), (25,), (61,)]"
5,5,"[(30,), (25,), (48,)]"
5,5,"[(30,), (25,), (43,)]"
5,5,"[(30,), (25,), (30,), (43,)]"
5,5,"[(30,), (25,), (30,), (30,), (43,)]"
5,5,"[(30,), (25,), (30,), (30,), (30,)]"
5,8,"[(30,), (25,), (30,), (30,)]"
5,7,"[(30,), (25,), (30,), (26,)]"
5,5,"[(30,), (25,), (30,), (12,)]"
5,13,"[(30,), (25,), (30,)]"
5,5,"[(30,), (25,), (26,), (43,)]"
5,5,"[(30,), (25,), (26,), (30,), (43,)]"
5,5,"[(30,), (25,), (26,), (30,), (30,)]"
5,6,"[(30,), (25,), (26,), (30,)]"
5,6,"[(30,), (25,), (26,), (26,)]"
5,10,"[(30,), (25,), (26,)]"
5,5,"[(30,), (25,), (25,), (26,)]"
5,8,"[(30,), (25,), (25,)]"
5,5,"[(30,), (25,), (12, 30, 48)]"
5,7,"[(30,), (25,), (12,)]"
5,5,"[(30,), (25,), (9,)]"
5,6,"[(30,), (25,), (8,)]"
5,24,"[(30,), (25,)]"
5,6,"[(30,), (12, 48)]"
5,10,"[(30,), (12, 30, 48)]"
5,5,"[(30,), (12, 30), (30,)]"
5,7,"[(30,), (12, 30)]"
5,5,"[(30,), (12,), (62,)]"
5,8,"[(30,), (12,), (30,)]"
5,5,"[(30,), (12,), (12, 30, 48)]"
5,7,"[(30,), (12,), (12,)]"
5,5,"[(30,), (12,), (9,)]"
5,5,"[(30,), (12,), (8,), (8,)]"
5,7,"[(30,), (12,), (8,)]"
5,21,"[(30,), (12,)]"
5,8,"[(30,), (9,)]"
5,6,"[(30,), (8, 44)]"
5,7,"[(30,), (8, 26, 44)]"
5,9,"[(30,), (8, 26)]"
5,7,"[(30,), (8,), (48,)]"
5,5,"[(30,), (8,), (30,), (12, 30, 48)]"
5,7,"[(30,), (8,), (30,)]"
5,5,"[(30,), (8,), (12, 30, 48)]"
5,8,"[(30,), (8,), (12,)]"
5,5,"[(30,), (8,), (8,), (8,)]"
5,8,"[(30,), (8,), (8,)]"
5,19,"[(30,), (8,)]"
5,5,"[(30,), (7, 25)]"
5,5,"[(30,), (7, 8), (8,)]"
5,10,"[(30,), (7, 8)]"
5,112,"[(30,)]"
5,10,"[(28,)]"
5,7,"[(27,), (30,)]"
5,5,"[(27,), (12, 30, 48)]"
5,13,"[(27,)]"
5,7,"[(26, 44), (62,)]"
5,7,"[(26, 44), (48,)]"
5,6,"[(26, 44), (30,), (62,)]"
5,5,"[(26, 44), (30,), (48,)]"
5,6,"[(26, 44), (30,), (30,)]"
5,9,"[(26, 44), (30,)]"
5,5,"[(26, 44), (12,)]"
5,19,"[(26, 44)]"
5,6,"[(26, 28)]"
5,6,"[(26, 27), (30,), (30,)]"
5,9,"[(26, 27), (30,)]"
5,14,"[(26, 27)]"
5,5,"[(26,), (66,), (66,)]"
5,5,"[(26,), (66,), (48,)]"
5,9,"[(26,), (66,)]"
5,6,"[(26,), (62,), (48,)]"
5,5,"[(26,), (62,), (30,), (30,), (30,)]"
5,5,"[(26,), (62,), (30,), (30,)]"
5,7,"[(26,), (62,), (30,)]"
5,5,"[(26,), (62,), (26,)]"
5,5,"[(26,), (62,), (12, 30, 48)]"
5,7,"[(26,), (62,), (12,)]"
5,5,"[(26,), (62,), (8,)]"
5,15,"[(26,), (62,)]"
5,5,"[(26,), (48,), (62,)]"
5,5,"[(26,), (48,), (48,), (30,)]"
5,5,"[(26,), (48,), (48,)]"
5,5,"[(26,), (48,), (30,), (30,), (30,)]"
5,5,"[(26,), (48,), (30,), (30,)]"
5,6,"[(26,), (48,), (30,)]"
5,5,"[(26,), (48,), (26,)]"
5,11,"[(26,), (48,)]"
5,6,"[(26,), (44,)]"
5,6,"[(26,), (43,), (26,)]"
5,7,"[(26,), (43,)]"
5,5,"[(26,), (30, 48)]"
5,8,"[(26,), (30,), (66,)]"
5,6,"[(26,), (30,), (62,), (48,)]"
5,5,"[(26,), (30,), (62,), (30,)]"
5,6,"[(26,), (30,), (62,), (12,)]"
5,5,"[(26,), (30,), (62,), (8,)]"
5,10,"[(26,), (30,), (62,)]"
5,5,"[(26,), (30,), (48,), (48,)]"
5,5,"[(26,), (30,), (48,), (30,)]"
5,5,"[(26,), (30,), (48,), (26,)]"
5,10,"[(26,), (30,), (48,)]"
5,5,"[(26,), (30,), (44,)]"
5,5,"[(26,), (30,), (43,), (26,)]"
5,6,"[(26,), (30,), (43,)]"
5,7,"[(26,), (30,), (30,), (66,)]"
5,5,"[(26,), (30,), (30,), (62,), (12,)]"
5,7,"[(26,), (30,), (30,), (62,)]"
5,7,"[(26,), (30,), (30,), (48,)]"
5,5,"[(26,), (30,), (30,), (43,), (26,)]"
5,6,"[(26,), (30,), (30,), (43,)]"
5,5,"[(26,), (30,), (30,), (30,), (66,)]"
5,5,"[(26,), (30,), (30,), (30,), (30,)]"
5,7,"[(26,), (30,), (30,), (30,), (26,)]"
5,11,"[(26,), (30,), (30,), (30,)]"
5,8,"[(26,), (30,), (30,), (26,)]"
5,5,"[(26,), (30,), (30,), (12, 30, 48)]"
5,5,"[(26,), (30,), (30,), (12,)]"
5,5,"[(26,), (30,), (30,), (8,)]"
5,18,"[(26,), (30,), (30,)]"
5,5,"[(26,), (30,), (26, 27), (30,), (30,)]"
5,5,"[(26,), (30,), (26, 27), (30,)]"
5,5,"[(26,), (30,), (26, 27)]"
5,5,"[(26,), (30,), (26,), (62,)]"
5,5,"[(26,), (30,), (26,), (30,), (26,)]"
5,6,"[(26,), (30,), (26,), (30,)]"
5,5,"[(26,), (30,), (26,), (26,), (26,)]"
5,7,"[(26,), (30,), (26,), (26,)]"
5,11,"[(26,), (30,), (26,)]"
5,5,"[(26,), (30,), (25, 26)]"
5,5,"[(26,), (30,), (25,), (26,)]"
5,6,"[(26,), (30,), (25,)]"
5,7,"[(26,), (30,), (12, 30, 48)]"
5,5,"[(26,), (30,), (12,), (30,)]"
5,9,"[(26,), (30,), (12,)]"
5,5,"[(26,), (30,), (8,), (48,)]"
5,5,"[(26,), (30,), (8,), (30,)]"
5,6,"[(26,), (30,), (8,), (12,)]"
5,7,"[(26,), (30,), (8,)]"
5,21,"[(26,), (30,)]"
5,7,"[(26,), (26, 44)]"
5,6,"[(26,), (26, 27), (30,), (30,)]"
5,6,"[(26,), (26, 27), (30,)]"
5,6,"[(26,), (26, 27)]"
5,5,"[(26,), (26,), (66,)]"
5,5,"[(26,), (26,), (62,), (48,)]"
5,8,"[(26,), (26,), (62,)]"
5,6,"[(26,), (26,), (48,)]"
5,6,"[(26,), (26,), (43,), (26,)]"
5,6,"[(26,), (26,), (43,)]"
5,5,"[(26,), (26,), (30,), (66,)]"
5,5,"[(26,), (26,), (30,), (62,)]"
5,5,"[(26,), (26,), (30,), (48,)]"
5,5,"[(26,), (26,), (30,), (43,), (26,)]"
5,5,"[(26,), (26,), (30,), (43,)]"
5,5,"[(26,), (26,), (30,), (30,), (26,)]"
5,7,"[(26,), (26,), (30,), (30,)]"
5,6,"[(26,), (26,), (30,), (26,)]"
5,9,"[(26,), (26,), (30,)]"
5,5,"[(26,), (26,), (26,), (30,), (26,)]"
5,5,"[(26,), (26,), (26,), (30,)]"
5,7,"[(26,), (26,), (26,), (26,)]"
5,9,"[(26,), (26,), (26,)]"
5,5,"[(26,), (26,), (12,)]"
5,16,"[(26,), (26,)]"
5,7,"[(26,), (25, 26)]"
5,5,"[(26,), (25,), (43,), (26,)]"
5,5,"[(26,), (25,), (43,)]"
5,5,"[(26,), (25,), (30,), (30,), (26,)]"
5,6,"[(26,), (25,), (30,), (30,)]"
5,7,"[(26,), (25,), (30,), (26,)]"
5,9,"[(26,), (25,), (30,)]"
5,5,"[(26,), (25,), (26,), (30,), (26,)]"
5,5,"[(26,), (25,), (26,), (30,)]"
5,5,"[(26,), (25,), (26,), (26,), (26,)]"
5,7,"[(26,), (25,), (26,), (26,)]"
5,8,"[(26,), (25,), (26,)]"
5,5,"[(26,), (25,), (25,), (26,)]"
5,6,"[(26,), (25,), (25,)]"
5,5,"[(26,), (25,), (12,)]"
5,13,"[(26,), (25,)]"
5,7,"[(26,), (12, 30, 48)]"
5,5,"[(26,), (12,), (30,)]"
5,13,"[(26,), (12,)]"
5,5,"[(26,), (9,)]"
5,5,"[(26,), (8, 44)]"
5,6,"[(26,), (8, 26, 44)]"
5,5,"[(26,), (8,), (48,)]"
5,5,"[(26,), (8,), (30,)]"
5,6,"[(26,), (8,), (12,)]"
5,5,"[(26,), (8,), (8,)]"
5,13,"[(26,), (8,)]"
5,45,"[(26,)]"
5,7,"[(25, 43)]"
5,11,"[(25, 27)]"
5,5,"[(25, 26, 43, 44)]"
5,7,"[(25, 26), (62,)]"
5,5,"[(25, 26), (48,)]"
5,6,"[(25, 26), (30,), (30,)]"
5,8,"[(25, 26), (30,)]"
5,5,"[(25, 26), (26,), (26,)]"
5,7,"[(25, 26), (26,)]"
5,5,"[(25, 26), (25,), (26,)]"
5,7,"[(25, 26), (25,)]"
5,20,"[(25, 26)]"
5,6,"[(25,), (66,)]"
5,7,"[(25,), (62,), (30,)]"
5,6,"[(25,), (62,), (12,)]"
5,11,"[(25,), (62,)]"
5,9,"[(25,), (61,)]"
5,6,"[(25,), (48,)]"
5,7,"[(25,), (44,)]"
5,7,"[(25,), (43,), (30,)]"
5,6,"[(25,), (43,), (26,)]"
5,11,"[(25,), (43,)]"
5,6,"[(25,), (30,), (62,)]"
5,5,"[(25,), (30,), (61,)]"
5,5,"[(25,), (30,), (43,), (26,)]"
5,6,"[(25,), (30,), (43,)]"
5,5,"[(25,), (30,), (30,), (43,)]"
5,7,"[(25,), (30,), (30,), (30,)]"
5,6,"[(25,), (30,), (30,), (26,)]"
5,5,"[(25,), (30,), (30,), (25, 26), (26,)]"
5,5,"[(25,), (30,), (30,), (25, 26)]"
5,5,"[(25,), (30,), (30,), (12,)]"
5,11,"[(25,), (30,), (30,)]"
5,5,"[(25,), (30,), (26,), (30,), (26,)]"
5,6,"[(25,), (30,), (26,), (30,)]"
5,6,"[(25,), (30,), (26,), (26,)]"
5,9,"[(25,), (30,), (26,)]"
5,5,"[(25,), (30,), (25, 26), (26,)]"
5,5,"[(25,), (30,), (25, 26)]"
5,5,"[(25,), (30,), (25,), (26,)]"
5,7,"[(25,), (30,), (25,)]"
5,6,"[(25,), (30,), (12,)]"
5,23,"[(25,), (30,)]"
5,5,"[(25,), (26, 27), (30,)]"
5,5,"[(25,), (26, 27)]"
5,6,"[(25,), (26,), (62,)]"
5,5,"[(25,), (26,), (43,), (26,)]"
5,6,"[(25,), (26,), (43,)]"
5,5,"[(25,), (26,), (30,), (43,)]"
5,6,"[(25,), (26,), (30,), (30,)]"
5,6,"[(25,), (26,), (30,), (26,)]"
5,8,"[(25,), (26,), (30,)]"
5,5,"[(25,), (26,), (26,), (30,), (26,)]"
5,5,"[(25,), (26,), (26,), (30,)]"
5,5,"[(25,), (26,), (26,), (26,)]"
5,8,"[(25,), (26,), (26,)]"
5,5,"[(25,), (26,), (25,), (26,)]"
5,5,"[(25,), (26,), (25,), (25,)]"
5,6,"[(25,), (26,), (25,)]"
5,12,"[(25,), (26,)]"
5,5,"[(25,), (25, 26), (26,)]"
5,6,"[(25,), (25, 26)]"
5,5,"[(25,), (25,), (61,)]"
5,6,"[(25,), (25,), (30,)]"
5,7,"[(25,), (25,), (26,)]"
5,5,"[(25,), (25,), (25,), (26,)]"
5,7,"[(25,), (25,), (25,)]"
5,5,"[(25,), (25,), (9,)]"
5,17,"[(25,), (25,)]"
5,5,"[(25,), (12, 30, 48)]"
5,5,"[(25,), (12,), (30,)]"
5,12,"[(25,), (12,)]"
5,7,"[(25,), (9,)]"
5,10,"[(25,), (8,)]"
5,6,"[(25,), (7,)]"
5,57,"[(25,)]"
5,5,"[(18,), (18,), (18,), (18,), (12,)]"
5,7,"[(18,), (18,), (18,), (18,)]"
5,6,"[(18,), (18,), (18,), (12,), (12,)]"
5,6,"[(18,), (18,), (18,), (12,)]"
5,5,"[(18,), (18,), (18,), (7,), (12,)]"
5,6,"[(18,), (18,), (18,), (7,)]"
5,9,"[(18,), (18,), (18,)]"
5,5,"[(18,), (18,), (12,), (18,), (12,)]"
5,6,"[(18,), (18,), (12,), (18,)]"
5,6,"[(18,), (18,), (12,), (12,)]"
5,8,"[(18,), (18,), (12,)]"
5,5,"[(18,), (18,), (8,)]"
5,5,"[(18,), (18,), (7,), (12,)]"
5,6,"[(18,), (18,), (7,)]"
5,13,"[(18,), (18,)]"
5,6,"[(18,), (14,), (18,)]"
5,5,"[(18,), (14,), (14,)]"
5,7,"[(18,), (14,)]"
5,6,"[(18,), (13,)]"
5,5,"[(18,), (12,), (18,), (18,), (18,)]"
5,6,"[(18,), (12,), (18,), (18,)]"
5,6,"[(18,), (12,), (18,), (12,)]"
5,5,"[(18,), (12,), (18,), (7,)]"
5,9,"[(18,), (12,), (18,)]"
5,6,"[(18,), (12,), (13,)]"
5,5,"[(18,), (12,), (12,), (18,)]"
5,5,"[(18,), (12,), (12,), (13,)]"
5,5,"[(18,), (12,), (12,), (12,), (12,)]"
5,6,"[(18,), (12,), (12,), (12,)]"
5,5,"[(18,), (12,), (12,), (7,)]"
5,9,"[(18,), (12,), (12,)]"
5,6,"[(18,), (12,), (8,)]"
5,5,"[(18,), (12,), (7, 8, 9)]"
5,5,"[(18,), (12,), (7, 8), (13,)]"
5,5,"[(18,), (12,), (7, 8), (7, 8)]"
5,6,"[(18,), (12,), (7, 8)]"
5,5,"[(18,), (12,), (7,), (18,)]"
5,5,"[(18,), (12,), (7,), (13,)]"
5,6,"[(18,), (12,), (7,), (12,)]"
5,5,"[(18,), (12,), (7,), (7,)]"
5,7,"[(18,), (12,), (7,)]"
5,11,"[(18,), (12,)]"
5,7,"[(18,), (8,), (18,)]"
5,5,"[(18,), (8,), (14,)]"
5,5,"[(18,), (8,), (8,)]"
5,5,"[(18,), (8,), (7,)]"
5,11,"[(18,), (8,)]"
5,5,"[(18,), (7, 8, 9)]"
5,5,"[(18,), (7, 8), (13,)]"
5,5,"[(18,), (7, 8), (8,)]"
5,5,"[(18,), (7, 8), (7, 8)]"
5,7,"[(18,), (7, 8)]"
5,7,"[(18,), (7,), (18,)]"
5,5,"[(18,), (7,), (13,)]"
5,6,"[(18,), (7,), (12,), (12,)]"
5,5,"[(18,), (7,), (12,), (7,), (12,)]"
5,5,"[(18,), (7,), (12,), (7,)]"
5,7,"[(18,), (7,), (12,)]"
5,5,"[(18,), (7,), (8,)]"
5,5,"[(18,), (7,), (7,), (12,)]"
5,7,"[(18,), (7,), (7,)]"
5,11,"[(18,), (7,)]"
5,5,"[(18,), (6,), (18,), (18,), (18,)]"
5,5,"[(18,), (6,), (18,), (18,)]"
5,5,"[(18,), (6,), (18,)]"
5,5,"[(18,), (6,)]"
5,24,"[(18,)]"
5,5,"[(17,), (17,)]"
5,6,"[(17,), (8,)]"
5,8,"[(17,)]"
5,6,"[(14,), (66,)]"
5,7,"[(14,), (18,)]"
5,6,"[(14,), (14,)]"
5,5,"[(14,), (13, 14)]"
5,9,"[(14,), (12,), (12,), (12,)]"
5,12,"[(14,), (12,), (12,)]"
5,5,"[(14,), (12,), (8,)]"
5,12,"[(14,), (12,)]"
5,5,"[(14,), (8,), (66,)]"
5,6,"[(14,), (8,), (12,), (12,), (12,)]"
5,7,"[(14,), (8,), (12,), (12,)]"
5,9,"[(14,), (8,), (12,)]"
5,7,"[(14,), (8,), (8,)]"
5,14,"[(14,), (8,)]"
5,5,"[(14,), (7, 8), (12,), (12,)]"
5,5,"[(14,), (7, 8), (12,)]"
5,6,"[(14,), (7, 8)]"
5,7,"[(14,), (7,)]"
5,21,"[(14,)]"
5,6,"[(13, 14, 16, 31, 32, 34, 49, 50, 52)]"
5,5,"[(13, 14), (12,), (12,), (8,)]"
5,6,"[(13, 14), (12,), (12,)]"
5,5,"[(13, 14), (12,), (8,), (8,)]"
5,5,"[(13, 14), (12,), (8,)]"
5,7,"[(13, 14), (12,)]"
5,5,"[(13, 14), (8,), (12,), (12,)]"
